@relation 'magic04_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.5-A12-M-1'

@attribute 0.449fSize-0.442fConc-0.429fConc1+0.408fLength+0.395fWidth+0.257fDist-0.145fAsym-0.097fAlpha+0.012fM3Trans+0.005fM3Long numeric
@attribute '0.6  fM3Long+0.487fAsym-0.457fAlpha-0.245fWidth-0.226fLength-0.196fConc1-0.188fConc+0.093fSize-0.031fM3Trans+0.012fDist' numeric
@attribute class {g,h}

@data
-0.192415,-0.13906,h
2.187984,-0.917549,h
-3.286941,-1.481117,h
-2.973758,-0.945845,h
3.565815,-1.536075,h
0.268872,-0.961158,h
-0.678833,-0.050798,h
-0.940703,-0.340642,h
0.79666,-0.448645,h
-0.536735,-0.4971,h
1.667607,1.396894,h
3.135191,-0.413086,h
-3.258268,-1.806616,h
-0.845889,-1.860773,h
-3.063952,-0.217827,h
5.541032,-2.191028,h
-2.711214,-1.244366,h
-0.296395,-0.707239,h
5.123122,-2.209241,h
3.805771,-2.784893,h
-0.402934,-0.555817,h
-1.062954,-0.500496,h
0.539671,-1.102989,h
-2.450481,-0.720424,h
-1.181344,-0.718238,h
0.483386,-1.368139,h
1.256827,-2.32169,h
5.555647,-3.519509,h
-0.745862,-0.999117,h
0.876406,0.677685,h
-2.164492,0.035403,h
1.45936,-3.887773,h
-1.723058,-0.386397,h
-1.335473,-0.840947,h
-1.441421,0.197642,h
1.648706,1.285387,h
1.681458,3.457246,h
5.217383,-4.87581,h
3.168909,1.183438,h
-1.485399,-0.595373,h
4.364222,-0.492816,h
5.815213,-1.880579,h
-0.019989,0.130371,h
2.757488,-2.258577,h
-0.318543,0.253706,h
-3.201918,-0.163616,h
0.600563,-3.128677,h
5.270901,-6.413896,h
-0.193882,0.288753,h
-1.619086,-0.796205,h
-0.00917,0.12564,h
-2.595018,-1.376169,h
0.515632,-0.2877,h
0.997684,-0.106303,h
-3.174964,-0.511531,h
-0.802921,0.422969,h
2.189203,-0.334037,h
5.312756,-1.661658,h
0.125007,1.010433,h
-2.796837,-1.059727,h
0.016382,-1.153591,h
2.755843,-0.597725,h
4.818769,-5.045336,h
-3.404642,-0.981394,h
6.1763,-6.795186,h
-2.432606,-0.003713,h
-0.940719,0.315269,h
2.794702,-0.69279,h
2.494993,-1.668321,h
-0.666552,-0.393899,h
6.048423,-5.237033,h
6.575342,-6.669759,h
4.52809,-0.226153,h
-0.802335,0.501257,h
4.636441,-1.914848,h
1.988562,-0.830142,h
1.985266,-1.562427,h
-1.553634,-1.343563,h
3.462465,-3.932674,h
-2.374173,-0.63401,h
-1.784021,-0.36406,h
1.08688,-0.442349,h
-1.087161,0.262503,h
-1.269475,-1.018495,h
6.101732,-5.567333,h
1.29216,-1.927729,h
4.194797,-2.794743,h
3.37745,1.088129,h
-2.679651,-0.450919,h
2.227055,-0.582481,h
-1.048758,-0.049031,h
6.203257,-3.570971,h
0.110601,1.095093,h
0.17689,0.286451,h
3.115269,1.261697,h
-0.516258,0.242481,h
7.81785,-5.031866,h
1.171726,-0.308097,h
2.152848,-1.192801,h
-0.695795,-0.116531,h
-0.403238,1.215881,h
0.768055,0.387454,h
2.061028,-1.582931,h
0.354164,0.000512,h
-3.332383,-1.448648,h
2.343444,-0.981814,h
-3.315298,-0.085692,h
4.566175,-4.521721,h
-1.114886,-0.758801,h
2.036287,0.132783,h
-2.171064,-0.706093,h
-1.22854,-0.571788,h
-0.337807,0.693143,h
-0.611135,-0.093027,h
-0.479157,-0.811384,h
2.365928,0.594028,h
3.016458,-3.839061,h
2.595044,-1.09143,h
-1.203602,0.086305,h
-1.214567,0.079556,h
2.161756,-2.189613,h
-2.946436,-0.411071,h
-1.374424,0.379919,h
6.513174,-4.435828,h
0.541654,-0.411831,h
0.142396,0.226633,h
2.212404,-1.351905,h
4.951236,-1.808749,h
0.75769,-0.549976,h
0.038631,-0.840087,h
3.882401,-2.129738,h
-1.090807,0.438692,h
-1.826021,0.232763,h
1.200069,0.690935,h
2.233205,-1.283457,h
-1.671305,-0.150545,h
0.242818,-1.060703,h
-1.830618,-1.291986,h
4.176298,0.306066,h
2.291724,-0.697924,h
1.38839,0.027918,h
-0.93932,-0.251933,h
-2.899794,-0.512294,h
1.310624,1.150466,h
3.747731,-2.048924,h
-1.918704,-1.292817,h
-1.866888,0.158933,h
-1.593165,-0.237715,h
3.433328,-1.60155,h
-2.543846,-0.761965,h
-0.607239,1.136221,h
5.866311,-4.287916,h
-1.013617,-0.707569,h
5.597275,-1.473664,h
-0.526739,-1.217556,h
-2.574969,-0.807207,h
0.20207,-0.062519,h
2.857475,-1.369205,h
1.630288,-0.753319,h
1.035748,-0.44703,h
2.747072,-3.371565,h
-0.025462,0.33112,h
-2.242058,-1.429661,h
-1.426625,0.294429,h
3.612574,1.670326,h
-1.812246,-0.19459,h
1.01101,-0.320853,h
-2.80093,-0.74351,h
-2.192224,-1.083901,h
-0.739003,0.25137,h
-3.85292,-1.626047,h
1.540087,-0.992514,h
4.203767,-0.331286,h
-1.898744,-0.416964,h
-3.167812,-0.441422,h
-3.034562,-0.162702,h
-2.298788,-0.474053,h
-1.461386,0.611481,h
3.178359,-1.274148,h
0.866421,-2.036011,h
3.32848,-2.695203,h
3.657324,-1.268948,h
-0.445445,-0.665895,h
4.239056,-0.250402,h
-0.106694,-0.396381,h
3.882124,-0.594257,h
-0.099054,-0.285867,h
-1.167647,0.395957,h
-0.73984,0.477516,h
-2.340671,-0.121253,h
-2.081919,-0.937182,h
-1.486344,0.001383,h
1.248597,-3.969305,h
1.640533,0.297744,h
-0.805503,-0.15044,h
-1.585676,-1.124722,h
-1.307713,-0.384887,h
6.312299,-0.779682,h
0.423133,-0.10415,h
-0.326759,-0.424664,h
1.199757,0.092653,h
3.39697,-0.869398,h
2.823075,1.195764,h
3.013685,-1.493413,h
-2.513308,-0.646605,h
-2.065967,-0.900259,h
-1.326924,-0.827607,h
1.56972,-1.238185,h
-0.215289,-0.884671,h
3.574338,-3.741906,h
2.106181,0.463312,h
2.576401,-2.12252,h
-3.567644,-1.37985,h
4.626356,-0.968783,h
-0.866622,-0.186399,h
0.456035,-0.569574,h
0.270079,0.819445,h
-0.264216,0.91258,h
0.686052,1.465616,h
0.528416,0.404527,h
-0.32633,1.236928,h
3.137018,-0.594098,h
4.306154,-2.056609,h
1.560569,-2.238179,h
1.288045,-0.618128,h
0.954162,-1.02301,h
2.364361,-3.639034,h
-1.017105,-0.417276,h
3.371029,-5.491458,h
0.817007,-1.707956,h
-3.597772,-1.022401,h
0.12198,-0.841962,h
1.731363,-3.339013,h
0.725776,0.105332,h
2.911687,0.561542,h
-2.534951,-0.742791,h
-0.604162,-0.605461,h
-1.919405,-0.251341,h
1.678124,-1.200206,h
3.074786,-0.779436,h
-1.556692,0.424059,h
3.497988,1.845706,h
-1.515513,0.507669,h
-0.488824,-0.347298,h
3.047974,-2.012528,h
-2.434561,-1.041398,h
4.638791,0.231701,h
-0.978864,-0.833637,h
-0.935409,-0.715842,h
-1.348177,-0.323389,h
-0.680898,-0.380522,h
-0.768021,-0.275069,h
3.576994,1.505918,h
-0.991891,0.61808,h
2.443655,1.884108,h
-1.355262,0.556343,h
-3.182288,-0.281312,h
1.666326,1.250056,h
1.810525,-0.024132,h
-0.68522,0.104778,h
-1.788191,-0.325183,h
3.078538,-1.0393,h
-0.026057,-1.557537,h
-2.716656,-0.690446,h
-3.202478,-1.000483,h
-2.336558,-0.689095,h
3.812581,-0.562651,h
-2.228688,-0.892085,h
-0.708647,-0.883975,h
1.463584,1.460457,h
6.952885,-4.784992,h
-1.504518,-0.701013,h
-3.039595,-0.50661,h
6.020107,-6.102642,h
-1.394786,-0.871154,h
-3.408555,-1.165583,h
-0.76619,-0.290093,h
-0.224606,0.392343,h
1.408418,0.476897,h
0.669368,0.912173,h
-0.232151,0.65753,h
-2.971991,-1.009793,h
4.011074,-1.472187,h
1.519295,0.283432,h
-3.054623,-0.989846,h
-2.421283,-0.333335,h
3.521501,0.645393,h
-0.204808,-0.86893,h
1.352525,-4.069757,h
-2.162207,-0.770442,h
4.347796,-2.023219,h
1.773064,-1.877502,h
-1.602157,0.687125,h
0.134562,0.289456,h
-1.320052,0.395581,h
-1.872104,-1.081342,h
4.708533,-3.050122,h
5.406648,-5.991034,h
0.330879,0.397409,h
1.162645,-0.336094,h
5.1256,-4.287023,h
3.08224,-2.01418,h
3.572102,-2.792505,h
2.641494,0.5258,h
1.913298,0.19711,h
2.341335,0.134609,h
0.09021,-0.976624,h
-1.252881,-0.407499,h
-0.738968,0.245269,h
-0.249537,-1.183073,h
-0.63999,0.10766,h
2.498296,2.156458,h
0.296474,1.128065,h
-2.641956,-0.470276,h
0.00981,-2.26163,h
-0.895364,0.189094,h
-1.783594,-0.865491,h
-0.542492,0.64322,h
2.734211,1.252658,h
0.201522,0.254947,h
-0.345453,-0.389265,h
3.88179,-3.312561,h
2.755241,-2.082254,h
3.489094,-0.937666,h
-1.960484,0.429281,h
-1.275871,-0.415773,h
-0.902286,-0.943139,h
-0.356579,0.717593,h
-1.955139,0.298767,h
0.926432,0.065208,h
4.332905,-2.65526,h
-0.933959,-0.630558,h
-1.183905,0.296785,h
-3.601098,-1.578005,h
6.457162,-1.158403,h
0.241448,0.294286,h
1.394058,-3.270182,h
-3.400498,-1.191679,h
-1.88103,-0.214229,h
-3.022281,-0.927229,h
-0.11566,0.385461,h
0.841076,1.481104,h
1.779089,0.502632,h
-0.545433,0.889225,h
1.152491,-0.449644,h
6.16933,-2.90061,h
-3.692257,-0.24993,h
1.561383,1.715591,h
-0.487529,0.782256,h
-1.001796,-0.793409,h
-1.562515,-0.2373,h
-0.053025,-0.074806,h
-1.283995,0.151735,h
2.533973,1.818273,h
2.908729,-2.532476,h
4.64608,-0.766274,h
2.052255,0.348612,h
-1.873891,-0.679121,h
1.373363,-0.982181,h
-3.31831,-0.662341,h
0.474039,-0.739869,h
-0.148881,0.494579,h
0.161548,-0.737606,h
3.39743,-1.410386,h
-0.340615,-1.06116,h
-0.689496,0.492138,h
0.75058,0.144515,h
3.770598,-3.871905,h
-0.995242,-0.410531,h
1.826229,-0.595069,h
2.37727,-1.824394,h
-0.187736,0.080589,h
-1.497054,-0.66004,h
4.564956,-2.739472,h
-0.039489,0.376021,h
-0.597707,0.256312,h
3.000246,-4.548745,h
-1.226166,-0.416992,h
3.764456,0.748814,h
0.683135,1.568391,h
1.254999,0.080472,h
0.410224,-1.12554,h
3.700826,-1.052373,h
0.902566,-2.889375,h
-1.452015,-0.580503,h
4.733312,-1.905658,h
-0.645508,0.057051,h
-1.405579,0.192864,h
-1.348741,-0.248969,h
2.09519,-0.039678,h
-2.791071,-0.543152,h
-0.922372,-0.943535,h
0.630027,-2.485539,h
3.404346,-2.827414,h
-1.571189,-0.002234,h
0.796333,0.604074,h
0.684547,0.083276,h
3.46246,-1.468415,h
-1.005577,-0.060952,h
5.065161,-5.280819,h
1.778929,-1.035957,h
2.095648,1.558023,h
-0.841399,-1.014501,h
4.454485,-2.313789,h
3.487029,-1.827296,h
-2.004375,-0.732358,h
-2.729453,-1.297245,h
5.174348,-3.823504,h
-3.547466,-1.078258,h
1.235321,-0.793712,h
2.714997,0.446873,h
-1.543522,-0.03453,h
0.353438,0.780883,h
-1.339214,-0.295892,h
-2.095581,-0.144597,h
-0.794931,-1.350179,h
3.372437,1.477533,h
-1.182142,-1.157403,h
0.405719,0.120325,h
1.324337,-2.449196,h
-1.944033,-0.943042,h
0.992801,-0.29221,h
-0.334401,-1.774503,h
1.765658,-1.492689,h
-0.745945,-0.512549,h
0.876953,-0.391343,h
-0.128621,-0.151317,h
4.428985,-1.201139,h
-0.190081,0.17057,h
1.63853,1.566571,h
0.67933,-1.353498,h
4.96567,-7.074517,h
4.814186,-5.944532,h
-0.684959,0.189025,h
-1.936478,-1.11128,h
5.094848,-4.154505,h
-3.086944,-0.593653,h
0.802032,0.274933,h
1.702195,0.06098,h
-0.921097,-0.457472,h
-0.77298,0.544887,h
-2.061312,-1.062807,h
4.705533,-1.964261,h
0.649677,0.070757,h
-1.293591,0.119943,h
-1.14189,-0.105211,h
0.999841,-0.797393,h
5.374735,-1.570488,h
2.090289,-1.81861,h
0.453635,-0.358468,h
3.166589,-2.607157,h
-1.519822,0.548026,h
2.722204,0.11152,h
-0.575679,-0.338705,h
-0.745887,0.291272,h
5.085048,-4.01154,h
-3.635386,-1.259058,h
4.700796,0.246699,h
3.386744,-0.469804,h
-1.090824,0.651223,h
-1.906952,-1.309694,h
-3.357983,-1.86943,h
-0.870739,0.036968,h
-0.704392,-0.87155,h
1.262941,-0.265938,h
-1.212526,-0.298962,h
1.999393,-0.298295,h
0.854592,0.219275,h
-1.515224,-1.356154,h
3.057524,-0.798666,h
2.452121,-0.41794,h
-2.057056,-1.067253,h
-3.260804,-0.783891,h
0.720968,1.250499,h
0.424657,0.705184,h
0.055758,0.931351,h
-3.744616,-1.723005,h
-2.437301,-0.042785,h
5.941555,-3.403645,h
0.290681,1.207014,h
5.195703,-5.007599,h
2.145802,-1.923749,h
-1.632154,-1.173188,h
2.126559,-1.139987,h
-0.234467,-0.830698,h
1.641898,0.769207,h
-2.232854,-0.545387,h
-1.048427,-0.182851,h
-3.176239,-0.554854,h
-2.558126,0.073197,h
-2.642338,-1.786696,h
2.109398,0.076703,h
3.648555,-2.655968,h
4.546277,-0.809734,h
3.154362,-2.082399,h
4.513868,-4.304844,h
-3.180664,-0.406022,h
-1.188406,0.426736,h
-1.19255,0.915771,h
6.596712,-5.016101,h
-1.33545,-0.426785,h
2.251698,-3.241602,h
6.319414,-6.423131,h
-0.103668,1.461191,h
0.288959,-0.427896,h
-2.656075,-0.72616,h
0.333664,0.268843,h
-3.583329,-1.615357,h
3.031625,-1.075545,h
0.028719,0.555905,h
-1.616171,0.055661,h
4.389405,-2.401744,h
6.268072,-5.578625,h
6.237923,-4.497308,h
1.67129,-0.446056,h
-0.758421,0.219327,h
-2.520674,-0.726241,h
1.886189,0.688575,h
-2.372701,-0.81684,h
4.81326,-0.221102,h
-2.759389,-1.110951,h
-2.42002,0.006399,h
6.02839,-6.036002,h
1.526075,1.20022,h
-3.080193,-0.247308,h
0.699556,0.688683,h
0.076351,0.416889,h
-0.221288,-0.476643,h
2.00785,-1.529271,h
-3.257731,-1.065858,h
1.463584,1.460457,h
-0.325451,-2.286323,h
-1.565027,-0.145243,h
2.604664,1.422366,h
-1.896476,-1.166067,h
-1.443706,-0.137434,h
0.250854,-0.945528,h
3.820635,-0.62691,h
-2.589506,-1.230429,h
1.196796,-0.486034,h
2.538572,0.323845,h
6.203257,-3.570971,h
-2.504751,-1.513107,h
1.753608,0.966935,h
0.136261,-1.297964,h
1.979696,-2.041185,h
-2.747452,0.24911,h
-0.67024,-0.135803,h
-1.480015,0.302915,h
0.838535,0.624293,h
-1.091773,0.587543,h
5.169453,-1.927165,h
1.646209,0.651724,h
3.983953,-1.990809,h
0.48073,-0.544551,h
0.278457,-0.76772,h
-3.201897,-1.52077,h
1.061766,-1.03867,h
-2.070955,-1.313369,h
1.600886,0.640626,h
3.439672,-2.035383,h
-0.245913,0.021839,h
-1.878024,0.143222,h
-2.540643,-0.193818,h
-0.659782,-0.133018,h
2.258751,-2.911045,h
-3.320331,-0.383023,h
1.227202,-0.82678,h
0.190235,-0.096222,h
2.15324,-1.814114,h
-1.494001,-0.480504,h
-2.047174,-0.592206,h
4.022873,-0.905355,h
-0.909325,0.849071,h
-2.102468,-1.137619,h
-3.826057,-1.220863,h
-0.536868,0.089127,h
2.706955,-2.661968,h
-0.388983,0.616926,h
-0.879136,-0.556594,h
-0.171384,-0.621302,h
2.159278,-1.019297,h
-1.358618,-0.690277,h
-0.650644,-1.363274,h
1.482798,-0.426821,h
4.343438,-2.308257,h
-2.617641,-0.897854,h
-1.74493,-0.809715,h
-0.290437,0.459708,h
-0.394587,-1.469379,h
2.155382,-0.882653,h
-2.555528,-0.952165,h
2.884157,-2.924403,h
-1.65958,-0.600962,h
1.534152,0.446365,h
0.476638,1.895865,h
-1.447355,-0.808856,h
2.07456,-2.173069,h
-2.818348,-0.062259,h
4.742829,2.708659,h
-1.799904,-0.454402,h
0.095825,0.28216,h
-2.568065,-0.140036,h
1.462275,-2.260522,h
-1.677033,0.549152,h
-1.482158,-0.686954,h
3.281644,-3.387026,h
-1.421561,0.357435,h
2.713232,1.665543,h
-0.818793,0.255663,h
-1.030156,-0.812434,h
1.129108,-1.221042,h
0.066544,0.727146,h
4.031091,-4.20831,h
2.785579,1.049843,h
-0.618622,-0.471414,h
1.825254,-1.925189,h
-3.914471,-2.181536,h
0.026452,-0.706908,h
4.717191,-1.526708,h
0.186188,1.017025,h
2.150214,2.339725,h
0.986217,0.976447,h
-0.776532,0.217194,h
1.607928,-0.521095,h
1.840819,-0.54583,h
0.194088,0.669494,h
2.17681,0.336312,h
-1.560085,-0.13603,h
-2.515631,-0.964051,h
-0.977382,-0.441595,h
0.774378,-0.348101,h
4.812291,-2.597092,h
2.935552,-0.902392,h
-1.29082,-0.424925,h
-0.85807,0.595992,h
-0.641814,0.606448,h
3.316437,0.518512,h
1.04763,-1.738374,h
-2.40448,-1.159191,h
-2.73585,0.285916,h
-2.06804,0.372079,h
-3.882777,-0.913084,h
-0.022474,-1.46088,h
-2.274172,0.346928,h
-3.201918,-0.163616,h
1.562755,-2.551226,h
7.185726,-6.554981,h
-0.422139,-0.993097,h
-0.266136,0.269682,h
-2.647981,-1.045632,h
-0.481847,-2.169292,h
4.110192,-0.542663,h
3.509114,-0.502857,h
0.263191,1.75132,h
0.024837,1.025456,h
3.239074,0.357436,h
0.51666,1.023428,h
1.888331,0.058189,h
-1.995656,0.12188,h
-0.764697,-0.501739,h
-0.001245,-0.863832,h
0.665268,-0.910923,h
3.884455,-3.871917,h
-1.918796,-1.120651,h
7.890155,-5.799578,h
2.443997,-1.142142,h
-2.66528,-0.35193,h
0.008393,0.98297,h
-0.690648,-0.695263,h
2.682635,1.724884,h
1.969337,-0.682113,h
1.616699,-1.267391,h
1.316134,1.035185,h
-0.675526,-0.792439,h
-0.166339,1.13243,h
-0.235209,-1.360005,h
0.682994,-0.304771,h
-2.592877,-1.699647,h
-2.067757,-0.24005,h
-2.15149,-0.266702,h
2.165291,-2.703813,h
1.108297,1.414566,h
2.185576,-1.54365,h
-1.407741,-0.252334,h
-1.377569,-0.918374,h
1.064273,1.217313,h
4.232372,-2.555182,h
5.575684,-4.220383,h
4.604908,-0.100145,h
-2.824398,-0.760282,h
0.130824,-2.032486,h
0.374248,0.069017,h
-0.515984,1.068275,h
-2.357296,-0.342494,h
2.592909,-0.956823,h
-2.229997,-0.39912,h
0.337764,-0.442686,h
1.722712,0.770693,h
-1.368341,0.112536,h
2.309714,-2.309691,h
-1.075127,0.60918,h
-1.664761,-1.213317,h
4.340306,-2.553443,h
-2.028389,-1.030646,h
2.270506,-2.849539,h
4.159743,-2.10998,h
-2.799749,-0.531688,h
0.794031,-1.37669,h
0.876114,-0.544079,h
-0.676899,-0.925536,h
1.151841,-0.071656,h
-0.854903,0.827441,h
-3.915182,-1.414713,h
2.253667,0.249653,h
-0.178623,-1.136897,h
-0.363335,0.740226,h
0.497721,-3.573421,h
4.680637,-4.616159,h
1.300846,-1.338181,h
1.301731,0.675542,h
3.419388,-1.337335,h
-0.29327,0.498079,h
-1.527431,-0.167266,h
-2.360845,-1.305249,h
4.198321,-5.159163,h
-1.988301,-0.481721,h
-2.969197,-0.828202,h
4.094342,-5.358184,h
5.739961,-2.014508,h
-0.891846,-0.07441,h
1.379042,-1.913998,h
0.192158,1.483546,h
0.328204,1.702724,h
0.863935,-2.801334,h
-0.356642,0.672302,h
0.857481,-0.292805,h
-3.025134,-0.887689,h
-1.44072,-0.575817,h
-0.492756,0.24677,h
1.550702,0.289941,h
7.049461,-5.740942,h
3.975575,-0.255153,h
2.314446,0.575867,h
4.527857,-3.162522,h
-1.429487,-0.253184,h
2.699321,-0.794945,h
-0.693091,0.062697,h
-1.198213,-0.867487,h
-2.475702,-0.69005,h
-3.122687,-0.61044,h
-0.139437,0.551714,h
-3.264836,-1.311568,h
-1.020219,0.362006,h
-0.765651,0.06442,h
4.639819,0.430114,h
2.489916,-0.22561,h
-0.438958,0.334441,h
0.253012,-0.851824,h
-1.813666,-1.110065,h
0.833582,0.499711,h
1.15319,1.921197,h
3.409843,-2.76312,h
-2.930762,-0.016234,h
-1.620456,-0.450971,h
3.474509,-3.153862,h
2.249763,-1.204082,h
3.240512,-0.796421,h
0.100516,1.373324,h
-1.013257,-0.100659,h
-2.658722,-0.167239,h
-1.682407,0.022055,h
-1.378348,-0.221678,h
0.478037,-0.689343,h
-0.775993,-0.361598,h
-1.623597,0.227884,h
-2.592908,-1.327494,h
0.46985,1.297426,h
2.460784,-0.337261,h
-2.955698,-0.66964,h
-1.815653,-0.301005,h
0.442224,0.517738,h
0.49904,-1.132106,h
-3.501592,-1.80009,h
-1.093573,-0.174035,h
6.244095,-5.563633,h
0.390808,-0.465861,h
-1.197478,-0.834414,h
-0.829774,0.060914,h
-1.790982,-0.842888,h
-0.076354,-0.696812,h
-1.479494,0.430757,h
-1.307096,0.538309,h
2.260957,-1.330744,h
1.117494,-3.007366,h
4.973413,-3.899559,h
-1.258807,-1.316731,h
-0.823668,-0.785974,h
3.418523,-4.182866,h
-0.532942,0.390742,h
0.918213,-1.365804,h
-1.550268,0.734205,h
-1.278393,-0.709529,h
2.771839,-3.143233,h
-3.013235,-0.946429,h
-3.876277,-1.175818,h
2.063754,-1.007684,h
5.646748,-5.562266,h
-1.520012,-0.748769,h
3.529617,-3.299109,h
-2.613594,-0.71461,h
0.960551,0.267112,h
-0.721395,-0.516114,h
-2.838873,-0.760029,h
0.582783,-1.561048,h
-1.68308,-0.614703,h
-1.17225,-0.619849,h
1.4901,-1.074959,h
0.477029,-4.382094,h
-1.676687,-0.682227,h
-3.083362,-1.370701,h
-0.273654,-0.510986,h
0.892398,1.411606,h
-0.901486,-1.139484,h
1.082658,1.531347,h
0.268627,-3.203832,h
0.876578,-1.203788,h
-2.340558,0.077996,h
-1.430959,-0.349128,h
-0.755419,-0.150533,h
5.3682,-4.896035,h
4.201606,1.930483,h
-1.920363,0.155864,h
4.905478,-0.074435,h
-1.034584,-0.062423,h
0.241328,0.280011,h
-0.138289,-0.588649,h
-0.229917,-0.640856,h
-0.75905,-0.035195,h
-2.372718,-0.667535,h
-3.227554,-1.286389,h
-3.657847,-1.831332,h
0.281394,0.056449,h
4.329066,-4.176586,h
-3.187942,-1.595445,h
1.628568,0.128728,h
-2.237921,-0.546403,h
3.969477,0.469416,h
-0.493705,-1.334879,h
5.416589,-3.382141,h
4.700596,-0.928336,h
1.790482,1.701218,h
1.569369,-0.13281,h
2.255522,0.499001,h
-2.307909,-0.589199,h
-2.502787,-0.10562,h
-2.207362,-0.293322,h
1.957335,2.011689,h
0.857828,0.153665,h
-0.909361,0.009095,h
-0.840207,0.501679,h
4.360484,-3.103667,h
3.885528,-3.444591,h
5.843941,-2.339481,h
0.88448,0.257177,h
1.182718,2.414798,h
1.986013,-2.117511,h
-2.237492,-0.752112,h
2.373335,-0.051862,h
1.522788,-0.832479,h
4.240377,-0.734684,h
4.984553,0.134031,h
-1.752118,-0.851701,h
1.909267,-0.278804,h
-1.864778,-0.292444,h
-1.471936,-0.793669,h
4.368053,-2.249079,h
-0.370027,-0.965283,h
3.312305,-0.731184,h
0.365245,1.294984,h
-0.933042,-0.781971,h
-1.252659,-0.871708,h
-2.259374,-0.529382,h
1.629294,1.188386,h
4.345683,0.142566,h
-1.642373,-0.076216,h
2.651802,-5.823336,h
3.231227,1.052761,h
-0.866351,0.727779,h
-0.564261,0.859525,h
0.491314,-1.567389,h
3.895678,-2.594501,h
-1.710718,-0.18407,h
2.426275,-0.220533,h
-1.163974,-0.091009,h
3.994728,-0.777822,h
4.398327,-3.399691,h
2.647658,-2.404587,h
2.434802,-1.001431,h
-0.578813,-0.490637,h
-1.657346,0.409055,h
-0.609609,-0.449488,h
3.825954,-0.767887,h
4.685316,-3.844862,h
5.153507,-0.079488,h
3.618713,-3.076572,h
-0.972554,0.028193,h
-0.193765,1.319287,h
-0.920043,0.596419,h
-0.111807,0.699379,h
-3.35113,-1.393424,h
0.828308,0.442394,h
-0.807382,-0.618181,h
1.016205,1.196693,h
3.943357,-3.118785,h
-3.269811,-0.379878,h
2.746153,1.553026,h
-0.738015,0.305492,h
-0.553015,-0.156967,h
-0.521833,-0.399934,h
0.131876,-1.110059,h
4.471286,-3.334241,h
-0.824801,-0.002125,h
1.76551,-0.333742,h
5.396782,-5.427592,h
0.356254,-0.546891,h
1.653755,-0.460468,h
-3.180123,-1.441101,h
4.783144,-3.074002,h
3.282783,-2.25461,h
-1.827699,-0.541023,h
3.792145,-3.519014,h
0.11555,-0.183161,h
-2.01612,0.271263,h
-1.910866,-0.989317,h
0.145103,0.294313,h
-2.359241,-0.552542,h
2.345947,-0.365835,h
3.310735,-1.093441,h
0.317928,-0.391737,h
-2.389754,-1.452264,h
-1.011022,0.628943,h
-0.009052,0.771756,h
4.57693,-3.645452,h
-2.847748,-0.626448,h
-0.946956,-1.628916,h
0.710344,-1.76247,h
3.742974,-2.142578,h
0.362529,1.147452,h
-0.2799,-2.435387,h
3.311902,-0.675054,h
-2.614162,-1.033255,h
-1.225901,-1.334796,h
0.300799,-0.776582,h
-0.995605,0.004396,h
5.256574,-4.947468,h
-3.876734,-0.899844,h
-1.418949,-0.599323,h
0.884453,0.320329,h
0.076877,0.209899,h
2.217161,-3.807862,h
-0.556625,1.22975,h
-0.534479,-0.741835,h
-2.112031,-1.702384,h
3.925964,-2.436594,h
-2.984581,-0.741802,h
-0.066631,-0.663498,h
-0.395438,-1.719454,h
-1.181438,-0.31239,h
3.862238,1.661543,h
4.918185,2.381831,h
-1.341989,0.336487,h
2.653281,-0.043911,h
-2.12659,-0.081061,h
1.277688,-1.459772,h
3.643956,-2.431038,h
1.694813,-2.671708,h
-1.23364,-0.993139,h
-2.091016,0.456241,h
-0.048114,0.309468,h
1.11745,-1.645766,h
2.349159,-0.168361,h
-2.058532,-0.127931,h
4.798286,-3.357148,h
-0.813871,-0.953796,h
1.952727,-3.753368,h
0.470805,0.000967,h
-0.503321,-0.565605,h
-2.053172,0.154434,h
1.065026,-3.085645,h
-1.556155,-0.988417,h
-1.018179,-1.298051,h
1.228472,0.885805,h
-1.015598,0.614578,h
1.3522,1.548415,h
6.013921,-5.623885,h
-2.393392,-0.679416,h
-3.815419,-0.562969,h
-0.607239,1.136221,h
0.644194,-2.336954,h
1.512841,0.884,h
2.001762,0.036186,h
1.129385,0.089222,h
-1.673637,-0.144993,h
0.718429,-0.243959,h
0.325443,-1.602277,h
1.878103,-1.948313,h
-1.00503,-0.00699,h
-2.33881,-0.512038,h
-1.469361,-0.034101,h
-0.870095,-0.747542,h
-2.06504,-0.091196,h
-1.691278,0.023482,h
-2.157837,-1.418541,h
3.635724,-2.547929,h
-0.315133,1.101594,h
-1.724836,-1.120902,h
0.827703,-0.6658,h
-0.028781,-2.405234,h
-3.080193,-0.247308,h
-0.829552,0.920127,h
4.330065,-2.319505,h
1.726212,-0.748693,h
-2.701635,-1.528192,h
-1.65824,-0.559976,h
4.440428,-4.203806,h
-3.120213,-0.720972,h
-0.746444,0.859061,h
-0.142032,-0.636835,h
-3.292366,-0.741762,h
4.406378,-2.319793,h
1.201863,0.127214,h
-1.731433,-0.219948,h
-0.872641,0.930693,h
-0.226319,0.761106,h
-0.384483,0.17825,h
-0.76867,-0.319303,h
-0.238318,-0.371109,h
-2.605207,-0.924513,h
0.510027,0.880173,h
0.914218,-0.086335,h
2.330235,-0.416662,h
