@relation 'magic04-weka.filters.unsupervised.attribute.Remove-R3-5,10'

@attribute fLength numeric
@attribute fWidth numeric
@attribute fAsym numeric
@attribute fM3Long numeric
@attribute fM3Trans numeric
@attribute fAlpha numeric
@attribute class {g,h}

@data
96.8711,41.8272,90.8604,86.5498,-24.3551,58.5794,h
24.8627,9.8029,0.7219,13.0531,-7.4177,72.0986,h
65.8891,12.799,-22.3348,-21.2681,-10.7821,11.9282,h
58.8849,6.1495,75.8138,40.2106,2.1501,25.2695,h
20.2877,16.9833,14.0732,6.5384,10.4,12.8744,h
176.5893,35.1667,-222.0125,139.438,12.9153,61.0423,h
95.0046,17.7399,13.7372,35.3484,-18.8752,23.5512,h
52.0561,23.6061,39.7881,51.4639,11.9161,29.9881,h
79.0434,15.4282,34.1121,43.1711,9.7786,31.9792,h
57.8899,34.9162,-90.5422,-21.0946,-24.3238,25.116,h
38.6653,19.3423,-7.4013,-37.8833,15.457,47.4316,h
30.8021,11.37,-3.2633,-31.5454,3.3172,78.0385,h
35.7042,11.6446,46.9814,22.7053,-5.548,36.37,h
35.6463,25.005,-23.8101,-19.6207,-18.3289,88.9264,h
136.12,89.0053,36.7071,94.6803,67.067,67.661,h
18.5731,16.2365,1.1158,8.1104,-11.7988,50.9791,h
129.525,21.2913,141.009,116.449,-10.9204,82.4796,h
64.2993,31.9608,-21.8394,-61.5848,-14.6369,21.6221,h
42.0666,12.75,-16.5753,21.1264,6.2743,55.937,h
109.9647,28.4764,25.396,113.678,26.7216,75.4533,h
21.2214,21.1054,-3.5126,-12.488,17.6045,87.7584,h
23.5084,10.3693,14.2529,-0.4142,-10.8507,56.8778,h
142.692,77.951,-96.1118,-179.644,55.4106,82.9671,h
38.0692,16.4755,23.2743,34.7779,-20.8094,37.23,h
31.242,11.4827,24.7303,23.145,6.2056,30.124,h
254.2102,44.5917,267.1098,106.5271,-47.0666,1.9568,h
33.8449,0.0639,-0.07,12.6117,-4.0242,61.7584,h
31.6496,16.4815,21.9778,34.3648,21.2481,77.386,h
93.8085,56.469,-99.938,32.8574,42.1099,26.414,h
88.3305,21.307,55.4781,87.4836,-8.4997,77.808,h
24.9186,11.0606,-7.1973,-10.9342,11.4977,42.775,h
23.8634,8.5943,-29.3406,10.1052,10.2277,80.642,h
168.9167,24.1899,-235.6526,156.3105,17.4115,29.3893,h
99.891,14.8068,-63.8908,-85.4995,-6.6387,11.9106,h
70.0818,16.3066,32.1155,16.9526,7.7851,68.307,h
46.3814,8.7167,17.5912,25.7737,-0.3421,26.0663,h
12.0034,2.0812,-23.6215,-12.9491,-8.7515,34.4163,h
41.6954,21.7415,13.8623,22.6072,17.4835,35.786,h
12.8668,11.4326,15.1217,-6.738,11.2675,85.1354,h
26.6759,8.0837,3.0689,23.8389,10.232,4.3881,h
139.377,30.1364,-225.457,99.1035,-26.3556,9.227,h
92.7021,47.9376,67.4022,42.7788,29.8527,29.262,h
44.9285,10.8788,44.1868,40.4556,-5.1639,9.988,h
79.7511,26.878,18.1773,31.0505,-25.9119,2.4255,h
27.1186,11.5379,23.0113,25.3684,-8.5615,8.847,h
44.376,13.9462,-17.8862,-23.0565,8.0817,50.0762,h
65.8189,31.5093,38.3575,68.4623,27.268,7.5572,h
16.082,2.4686,2.05,6.6183,3.7406,67.027,h
40.2632,14.5705,-55.3723,23.4969,10.6279,66.7119,h
117.614,49.2012,-62.3327,-123.203,-32.2421,3.5618,h
34.9831,18.2753,-3.7816,-21.9137,-4.1388,18.6765,h
16.9105,13.9431,-2.8944,-8.0287,-8.7761,59.1362,h
24.2438,15.906,-15.787,36.2131,-9.9236,45.4182,h
212.5883,97.5072,-286.275,159.6209,-96.7246,73.3657,h
121.1233,50.6328,-56.5334,-89.1491,43.6567,31.139,h
65.9948,33.8832,-71.0578,-41.7704,-22.1998,40.1133,h
248.9492,148.5661,-200.3862,-187.2004,-78.0725,36.9646,h
43.949,8.2965,23.4507,16.0698,-4.8768,26.8478,h
120.9778,50.3934,26.6254,115.599,-36.2317,58.5822,h
49.7866,26.2582,45.7612,58.3653,-23.4577,42.4042,h
31.3831,8.894,-5.9901,22.649,5.7042,20.208,h
213.7181,64.5242,-221.0159,-202.2092,-40.3874,49.9322,h
28.1579,9.3602,11.4293,14.3539,5.1992,47.948,h
67.6595,27.868,-67.4166,-45.3702,-19.5197,46.8496,h
18.7111,9.9918,0.4191,-5.001,-6.2237,56.9999,h
69.9096,8.7907,56.7617,37.2517,-10.0844,20.8214,h
67.6087,26.6783,-56.6298,-57.9631,19.8064,79.6662,h
144.264,76.2978,-78.9021,-128.883,-59.0729,12.0694,h
20.1622,6.1354,-5.1442,10.671,-1.4103,40.0787,h
203.8345,95.9107,-47.7912,-159.4809,69.8356,2.7197,h
138.992,24.5973,220.664,-139.622,7.9646,35.6855,h
88.6419,46.4645,3.8321,90.9736,-35.2899,5.9917,h
202.3723,19.7505,-130.7522,-167.8656,11.4706,31.6422,h
11.0725,9.7761,7.7751,5.0521,9.9682,11.4395,h
19.1976,12.3082,-6.8743,-15.1078,-1.1993,82.6319,h
86.7377,16.1945,34.4602,68.0619,-19.7053,4.692,h
41.5423,17.4376,8.8842,22.0939,11.9942,64.8607,h
26.3796,22.7762,14.5844,28.8831,-23.2064,49.3837,h
24.6687,21.3662,-6.5954,-18.2001,-10.2668,58.515,h
35.0173,7.3409,-8.5098,-18.8432,2.8139,5.7696,h
41.8538,6.4777,60.5327,29.181,-13.987,72.9529,h
23.9171,18.1469,15.9618,17.364,-7.0409,49.1736,h
32.4042,9.2939,-29.2977,19.8759,4.0236,65.3193,h
70.8699,24.5387,-89.0722,-38.5892,18.6729,39.2105,h
13.0278,10.5102,-12.8741,-4.6312,8.4954,9.562,h
14.2327,13.5176,9.806,-0.1953,0.956,50.1706,h
20.2604,11.6848,-0.8391,-8.9698,-6.3657,87.4325,h
113.5527,23.8733,116.9159,85.1413,21.7677,26.0409,h
23.1468,11.1021,-2.5425,13.5006,11.8004,56.3508,h
67.2695,16.9279,52.4954,45.3107,-13.2702,44.345,h
105.3071,39.1556,44.4125,132.0928,-36.7896,89.9229,h
87.8898,68.488,-47.8537,-57.535,73.1841,59.2717,h
19.4162,16.5386,23.7922,7.6174,-17.4922,10.8246,h
81.7073,68.9486,-26.9454,-72.9426,-58.1403,11.9699,h
24.1205,10.5165,5.7188,-24.4579,9.9509,81.1395,h
36.2613,26.331,23.9894,37.0355,28.4711,43.694,h
117.546,48.6587,-96.5366,-117.82,32.14,28.412,h
25.0135,14.523,2.542,17.1475,11.0485,4.9923,h
94.121,17.1116,-144.6704,67.6891,17.7171,3.8489,h
107.7833,16.1712,-165.7898,98.5015,-13.4604,50.5049,h
15.6403,8.525,28.1945,20.9552,13.261,62.7557,h
242.492,90.6041,-300.245,-76.1678,76.6727,88.1017,h
16.5577,14.0479,8.5469,-8.75,-13.1991,38.5063,h
45.4248,12.9191,22.3442,7.1662,13.1082,65.8261,h
35.3354,15.4937,27.55,31.7957,14.9885,27.14,h
22.4777,9.2765,-11.1076,13.0842,-8.6206,27.942,h
19.2157,6.6821,17.8558,15.1868,3.2288,0.348,h
27.3815,17.9356,1.3562,-9.0074,11.1602,34.259,h
43.1582,11.7072,62.1722,25.3654,-14.3256,63.2298,h
181.225,53.0495,-62.8019,-107.855,-19.6299,52.84,h
57.8723,9.0599,35.6038,44.459,-9.1099,63.5282,h
82.613,22.0932,1.2634,47.923,-8.3702,45.235,h
108.2996,67.1603,45.9255,89.9112,38.7691,29.2617,h
20.068,9.7614,-3.641,14.7087,9.1117,19.9443,h
89.946,20.1616,65.3107,47.271,12.007,27.74,h
37.9771,9.2443,-1.2103,19.2471,3.9894,89.3084,h
19.3169,6.0723,14.7595,18.1737,-4.8309,45.3267,h
70.9368,64.3401,-117.764,60.5988,-45.2821,20.611,h
31.7953,23.8428,3.3809,20.865,-6.1055,44.5254,h
34.1637,9.4153,-9.194,17.1486,6.306,64.752,h
19.9091,8.456,-34.6135,-18.8923,6.7465,68.1039,h
96.6373,39.9019,63.7622,112.5887,-31.0971,68.7107,h
70.1997,48.4268,-36.1072,-51.5648,49.6426,68.2026,h
24.0496,11.1987,-9.0811,-22.1902,-5.3982,29.9911,h
73.485,19.0865,-84.1525,-56.3888,14.6496,1.1157,h
148.9539,59.0483,58.9605,109.8846,53.862,17.6832,h
29.1553,20.7816,16.5963,27.0022,-13.5072,56.541,h
31.5312,9.1466,-12.2368,-20.4397,-7.8897,62.3261,h
22.6811,11.55,-4.6492,-20.3147,-6.0344,65.647,h
28.9415,15.1615,10.9221,18.4686,-10.4801,64.7773,h
132.794,56.7609,72.791,159.265,28.2525,68.8075,h
169.049,40.4598,-206.075,59.1806,-26.0315,46.4011,h
131.466,65.7777,-75.3996,-139.535,-57.979,25.926,h
31.7305,28.514,5.8368,10.0492,26.4307,52.5425,h
111.1472,38.2415,-193.4733,108.855,-22.8839,39.1399,h
30.8715,11.6124,29.5552,24.5796,6.1713,24.488,h
17.3272,3.3491,13.8682,19.111,3.876,16.6095,h
15.2086,11.7373,10.8774,13.0381,-2.5094,10.8112,h
26.2601,10.04,-37.1728,14.4647,4.6205,18.7981,h
215.0162,83.461,-278.17,-160.962,83.6411,63.9819,h
75.4146,21.7781,-57.9302,-51.8616,20.4296,68.5352,h
48.3574,12.0112,-11.5303,34.0193,-4.892,68.528,h
19.7875,7.7654,15.9196,18.209,-1.9004,27.373,h
22.3332,12.7498,0.3511,-5.5732,-6.8113,7.275,h
73.2223,22.4882,-59.082,50.2243,14.8263,0.1012,h
23.3581,12.9936,22.8875,15.7783,10.1873,23.5901,h
76.2439,30.8861,-108.0798,35.6813,-29.0323,30.0175,h
30.4835,10.8071,-22.2989,20.3067,-6.4853,44.3989,h
41.9097,13.1063,-0.3925,-18.528,9.6738,46.6079,h
20.8382,10.2682,4.0453,-15.9238,-2.923,86.8812,h
149.917,57.9652,-42.5925,-86.5879,54.4974,14.2855,h
128.08,64.6057,88.2922,120.1425,31.1378,36.7364,h
27.2344,23.7909,18.8201,31.0591,9.3609,35.7024,h
28.2471,14.4721,-39.8323,-8.5855,10.0541,0.374,h
51.8055,34.1485,8.4382,-44.1334,-10.7532,42.267,h
167.8149,72.9064,-168.4251,-165.3907,41.4168,68.6292,h
33.0859,17.6588,14.3263,14.6533,-6.2516,44.9363,h
14.7612,5.2058,18.3583,12.188,5.5089,36.9932,h
29.2428,8.1792,7.5582,27.2815,-10.2098,14.4655,h
16.716,12.2787,-7.3265,19.7116,10.2545,66.6151,h
123.62,27.3891,-91.0451,-99.2858,-29.103,25.569,h
77.2493,46.1283,71.6223,-39.8901,27.5975,59.2516,h
87.2762,13.4472,-141.3794,30.5618,6.4937,42.7081,h
78.131,17.8539,-78.8158,26.2619,-5.0386,77.241,h
135.4751,41.3156,-199.287,105.3403,26.5241,37.2856,h
24.3333,12.4349,-8.9321,10.2837,-11.5973,66.376,h
75.792,50.073,-15.0232,-79.4235,-37.5449,0.6296,h
105.8664,23.4219,51.4852,104.469,-11.9442,55.8552,h
170.766,126.793,-312.241,150.115,-111.007,76.5015,h
21.8182,18.7897,-27.9913,14.9735,-18.4908,6.7462,h
53.8192,44.3944,21.7456,-41.474,-23.1915,29.1155,h
87.1898,44.136,-39.8998,22.558,24.4775,30.9266,h
132.702,59.5064,-84.125,-165.117,-46.8286,54.778,h
24.1215,10.5814,12.329,31.3703,-11.5267,63.2577,h
88.781,26.3649,-55.4629,69.3623,-17.9457,83.143,h
71.4826,20.1412,-66.9927,43.9141,-15.5351,22.981,h
48.305,12.4981,25.5254,36.5056,10.3227,16.026,h
235.552,186.928,-47.9258,-113.666,154.865,85.9426,h
72.7273,21.5659,63.7225,72.1245,-8.4182,34.3892,h
31.502,13.576,12.0384,-12.2638,4.2508,88.3349,h
75.3024,25.8643,-36.6702,-55.5909,19.841,29.161,h
170.825,43.6618,-276.601,161.781,34.6347,73.868,h
23.3055,9.8084,26.8578,18.8029,3.6647,82.9071,h
110.1665,84.6968,-150.4182,-95.633,-78.1952,18.3655,h
36.1005,10.3413,10.7105,31.5241,-6.0309,2.7836,h
231.2198,41.703,-239.171,-108.2891,-20.4242,75.7118,h
123.4954,33.1853,-41.6601,-182.7114,-27.3945,11.7776,h
60.6589,24.007,-48.0334,-56.8415,19.938,68.547,h
21.1741,15.6793,36.107,-2.3961,-5.98,50.344,h
20.4949,8.4959,20.0534,15.4163,-2.4494,51.998,h
30.7323,9.4811,-0.7,9.4379,-5.6796,85.6496,h
143.726,102.357,-92.3336,84.9326,-125.64,34.63,h
31.4974,9.4772,-7.4125,11.3131,-4.3687,70.395,h
24.4287,14.7729,8.0372,15.2399,8.4919,12.329,h
71.6368,35.1325,26.9998,69.6237,-29.6651,31.114,h
49.0571,18.3374,43.3567,31.1661,9.9713,0.025,h
22.0722,10.7539,15.7143,17.765,7.6936,6.6616,h
65.6591,30.9807,-29.279,-64.9592,-19.513,69.6301,h
25.9698,24.5743,22.7264,14.896,18.7037,47.0843,h
106.465,21.8247,58.4721,-84.1559,24.9206,21.0121,h
35.967,9.852,-26.5167,12.6024,-3.3817,64.615,h
48.5138,33.7706,-35.7116,-41.1418,-28.7975,72.2367,h
41.658,14.2577,4.1599,38.6242,8.0686,51.8428,h
59.4912,3.8804,18.8616,60.5058,-3.6781,5.8833,h
122.853,31.2607,-136.097,95.9939,27.3944,7.5012,h
53.4968,11.4443,6.0254,43.7832,9.6982,15.409,h
20.4949,8.4959,20.0534,15.4163,-2.4494,51.998,h
8.2304,8.0896,-35.358,-11.1001,3.106,42.9222,h
38.4401,13.3636,20.8924,34.2348,-10.7897,13.7355,h
31.1873,14.4675,-6.4781,-32.5107,9.0552,89.3476,h
81.5422,40.5375,-116.0268,-70.0195,28.3914,8.9368,h
24.3764,14.584,9.7548,-11.7233,-7.6942,5.6969,h
18.1425,10.2526,1.4698,-6.9998,-6.8204,52.4446,h
54.477,38.3625,54.7113,42.2092,15.1918,72.2782,h
30.2099,9.4568,-4.7695,20.2562,4.2779,37.396,h
76.7226,11.2998,47.9904,-26.6326,-9.1747,45.422,h
37.2741,10.2834,20.9504,24.233,7.5941,56.033,h
21.5205,11.0824,-19.0913,-22.3361,-6.5869,0.2671,h
82.5729,17.0496,-119.471,-28.5004,-6.629,30.3002,h
106.866,48.1211,95.9467,115.685,41.0498,83.2013,h
30.5553,9.4785,-25.6944,-21.5735,-8.4698,86.3961,h
58.9334,16.5973,30.379,55.6722,8.344,14.9142,h
52.3679,33.5311,-12.5255,41.985,-29.4858,62.904,h
62.8309,46.1637,6.2542,-78.655,-31.1439,48.5914,h
27.0181,6.8552,32.3712,16.0717,-4.884,5.316,h
73.0346,11.1193,-36.5741,-54.3404,-5.9414,15.537,h
120.855,42.7804,-42.4223,-144.197,10.6316,61.33,h
32.7243,11.9393,20.0343,25.9423,11.1904,54.5812,h
23.2738,11.3111,4.9342,22.632,4.901,77.1764,h
58.257,29.8313,43.6352,26.5849,-15.5447,47.2221,h
133.155,29.9931,-24.3823,-87.6751,-17.5434,14.134,h
53.3449,13.6422,62.9103,36.9502,-8.922,48.2938,h
20.3157,8.0369,-36.7733,3.5835,2.7775,69.2492,h
79.4333,17.3855,23.2432,80.0328,-18.5705,44.7425,h
136.922,84.7161,-12.7477,-146.314,68.7661,7.235,h
28.7451,24.636,-1.1457,28.6299,-9.1353,56.3621,h
21.8539,6.9876,41.9834,-15.6775,1.1456,45.9537,h
141.625,45.014,-133.518,-134.547,-27.4206,21.0841,h
25.4443,19.3463,-17.1423,19.9495,10.8856,20.8915,h
35.3852,10.7404,1.0758,-11.2358,-10.9537,19.3026,h
11.4877,1.9614,-6.4155,-1.8397,4.5423,78.0487,h
57.7473,11.3677,24.3892,35.8005,6.2674,25.3002,h
70.9041,11.7424,-69.2241,-36.2949,9.5361,74.723,h
36.3026,14.7726,-17.0835,-23.3102,-16.0965,69.2729,h
201.5407,54.3568,-148.5684,-187.6067,-15.5174,71.7318,h
23.8839,9.8458,12.7395,25.3493,-2.8444,4.342,h
15.0914,12.6878,-14.8798,19.6686,8.016,42.7974,h
189.3982,53.6635,264.4892,79.4782,50.1908,80.2115,h
17.3989,10.4599,-20.6308,-10.9576,-6.9509,40.056,h
21.8131,11.6784,25.6337,12.2768,10.1779,26.743,h
131.72,61.4398,-68.5659,89.7631,40.8115,48.984,h
164.6323,44.5141,152.1085,115.4027,42.278,59.2784,h
56.8271,19.8059,5.6574,45.8035,-17.1076,47.7849,h
11.8752,8.293,-14.8796,-14.1552,12.4139,10.7937,h
27.5558,21.5611,19.1701,1.3736,12.316,59.9798,h
71.678,28.5153,-34.1381,-76.6441,20.761,29.4446,h
29.3655,10.6451,-11.4265,27.2228,-6.9228,46.1961,h
33.7819,2.7118,2.3256,2.7114,10.3511,11.6642,h
173.256,78.768,-82.339,-125.3489,-60.4553,79.259,h
73.6323,40.3975,21.6083,-21.261,-25.5557,46.2331,h
84.5164,44.6698,-57.7637,-64.6248,-35.9966,86.499,h
160.7818,62.4406,172.6299,64.997,37.7887,85.1638,h
49.8798,38.312,-28.1246,-28.9663,27.0742,56.821,h
123.8378,27.5133,76.2581,111.9562,16.4844,32.025,h
33.1608,9.7812,24.3122,23.321,-7.6591,76.8297,h
19.2604,6.9794,19.8548,13.3666,-3.2337,19.662,h
25.7563,19.0266,8.2673,24.5412,-12.0506,38.164,h
33.0599,4.4751,-31.0691,0.9317,0.3554,88.1171,h
24.3394,12.7452,9.8966,13.646,-3.7776,51.276,h
126.634,65.2359,36.6744,108.946,47.2243,65.741,h
13.771,13.3939,-7.7061,6.4316,4.2146,58.6537,h
23.4942,10.9288,-0.715,-21.919,9.0141,82.964,h
47.616,15.4392,26.3862,30.8019,-13.8606,54.8006,h
26.667,18.8955,-7.8127,-21.2795,-15.7493,85.6473,h
41.9225,21.375,0.5782,-21.0698,11.8249,68.2604,h
12.9646,11.1786,-14.6129,6.8501,10.4739,78.703,h
15.806,11.77,-1.2754,3.923,6.9158,15.8601,h
22.3879,17.2695,4.3399,19.8514,7.8956,54.7485,h
24.0751,15.5448,11.5412,13.5736,10.4314,25.081,h
28.6395,15.4116,-6.7274,-7.419,7.1966,29.9112,h
101.42,18.7524,49.1508,23.7505,10.9015,71.0938,h
14.043,10.7514,22.0147,-19.7615,7.6726,16.1747,h
49.4032,31.415,28.8567,28.9865,21.632,32.016,h
24.9635,10.7398,15.0956,17.3531,-11.4824,65.7356,h
92.2617,19.6111,-45.2172,-55.2686,-14.8273,8.1172,h
48.0128,11.4549,31.2111,36.4697,-7.3894,14.985,h
29.8151,6.0577,-6.8689,19.1951,-1.059,9.7212,h
22.8614,10.4089,-10.6677,14.8602,5.2222,67.051,h
12.821,11.5175,-15.1936,6.2951,11.4469,8.593,h
26.8521,5.3971,36.3273,4.531,-8.6535,60.8686,h
150.061,20.4024,-133.811,-130.077,-0.5112,6.5826,h
11.6341,9.2012,-9.5585,-12.541,-9.8116,51.8845,h
37.1132,12.3937,13.4391,21.4918,-5.7741,46.929,h
174.7357,33.295,-134.5689,-173.9663,-22.9621,32.8116,h
24.4126,11.7612,9.1242,13.2079,-6.205,53.7096,h
156.269,65.8125,-165.749,-53.0847,-44.1514,69.3915,h
97.4119,59.5868,66.2862,65.1389,-51.1559,16.0337,h
50.8745,10.5763,63.2724,45.5987,-13.1514,59.6781,h
60.7601,38.9611,8.9804,-14.6718,34.85,13.2874,h
149.505,63.4383,92.4654,74.07,-29.0553,53.131,h
171.615,41.8185,-138.065,114.972,38.2163,17.3273,h
47.133,5.0732,49.3526,31.3435,2.8755,35.9407,h
15.0509,12.2064,-1.2266,1.9075,-3.2387,62.1054,h
30.0622,10.7943,12.7135,20.2691,8.0645,45.7507,h
246.847,119.294,-235.484,-257.29,-71.5425,54.97,h
137.428,62.2344,-25.7246,-119.146,-40.0478,66.864,h
76.0204,26.3797,-64.7443,-76.2211,15.7684,8.7072,h
143.6761,63.4661,-152.436,103.9792,42.9408,36.4825,h
110.6346,70.7311,-177.3769,75.6716,-32.366,50.6682,h
35.14,10.5833,34.1669,33.6664,13.8664,77.0597,h
209.539,22.3619,-130.038,107.644,16.0794,61.0499,h
184.7094,108.3136,-177.7154,-135.9046,104.9312,44.1299,h
101.9257,44.3087,-27.176,-64.7884,45.1467,64.9736,h
17.9577,13.544,29.0258,8.2243,11.7223,19.4055,h
60.2053,31.5846,41.3833,-39.5387,-24.6757,59.3859,h
191.065,36.0059,186.482,156.155,24.1833,30.254,h
22.0371,13.0093,33.2551,7.0413,-9.1354,53.2979,h
26.0008,10.4058,9.6332,20.0192,-6.4613,54.4165,h
109.46,18.5694,-68.1987,-107.324,10.6969,75.191,h
245.8117,75.5443,-277.308,-244.8445,86.856,56.911,h
22.1614,15.3687,11.4247,-10.3657,-20.4911,13.592,h
115.593,15.7533,104.3811,80.7862,-11.3469,54.3338,h
40.4257,29.6162,37.9317,41.9258,-29.7312,58.424,h
21.1726,8.1638,-17.6064,-10.6521,9.2884,68.8752,h
150.9752,21.2791,-82.9582,-144.8908,-13.0142,15.107,h
154.811,29.136,40.2521,158.988,27.4137,0.697,h
16.1901,11.5126,-3.4962,6.943,-6.539,77.3535,h
18.0345,9.8637,-18.3739,-13.9722,-2.1193,86.9053,h
124.6926,65.8641,-86.6787,-77.4508,-49.4824,21.0201,h
81.598,34.2727,-38.9531,-84.6566,26.7127,44.9107,h
73.9831,14.8533,34.4922,61.5336,14.595,8.5651,h
129.482,77.0001,31.1344,114.169,56.3025,49.472,h
184.9312,98.5127,35.3662,118.9162,16.6784,77.3193,h
31.3675,8.4352,9.8845,22.6955,9.8578,79.123,h
96.3798,32.4251,-37.4629,84.1927,23.3146,10.836,h
30.7361,8.2288,19.3985,22.0902,-4.2379,34.689,h
32.5865,11.3165,14.6847,26.3602,-7.5781,37.384,h
94.7731,74.473,-10.3572,30.0436,-62.2613,22.4103,h
24.1474,18.3882,-9.0206,-24.4927,-17.0532,19.7721,h
199.802,29.3315,137.076,190.353,18.5193,40.5742,h
32.8874,7.9622,39.873,8.4461,10.5126,57.7914,h
19.3604,1.769,-37.8677,-13.2335,5.7839,11.3138,h
115.4899,76.447,9.5026,64.9656,-65.9895,51.2142,h
29.5005,12.6104,-10.7472,18.6289,-3.7865,43.5839,h
80.0027,48.2562,63.4857,-39.8619,51.3988,13.4448,h
21.1623,6.6888,-6.0926,12.5225,12.5546,47.5781,h
13.3067,10.4802,14.0284,5.0004,11.5949,29.238,h
215.539,66.9008,-113.083,-195.863,-38.305,37.5218,h
89.4255,24.5279,-116.6711,-27.0365,19.7928,5.2541,h
162.0719,32.739,-136.125,-102.8281,-26.1819,7.1648,h
12.7405,11.5999,-15.5286,9.2718,-7.417,50.2015,h
145.749,65.33,-176.892,32.3843,57.8896,15.609,h
81.1926,34.7307,-35.7786,-80.8553,12.6179,23.6908,h
21.7447,14.2619,-9.2138,10.7121,-4.0639,38.5152,h
13.3224,11.8602,-14.7335,-14.0008,7.0609,34.0759,h
103.5398,17.4695,-51.2048,-32.4126,14.5598,30.3805,h
50.7449,8.8637,9.0899,30.3424,5.6241,17.4344,h
182.4738,37.1706,-265.0052,172.5351,7.6725,14.3907,h
27.479,9.2526,20.3192,9.4213,3.5276,45.8344,h
46.5095,16.7168,-17.2024,-31.1099,9.5245,30.0222,h
16.6123,7.8423,6.7271,-10.3448,-2.324,14.5111,h
29.6381,16.5301,20.7106,16.7805,-17.3743,66.843,h
136.3685,95.3572,90.2576,105.0176,64.9429,25.7463,h
23.9037,10.1626,11.3524,13.6213,-3.8511,66.9864,h
62.1168,17.5698,-38.4544,-47.373,-11.0282,29.379,h
35.4204,18.0487,24.5634,18.1481,13.7779,15.2498,h
47.0295,21.8757,53.0107,40.3669,-14.1231,54.3425,h
20.4438,6.2095,16.6196,18.1316,-5.8334,23.1014,h
35.6205,22.7611,47.7554,22.6669,-14.36,55.7107,h
53.4534,25.4135,53.3382,38.388,20.1652,82.2188,h
108.8311,20.0206,92.5337,-53.1948,-25.5589,81.1956,h
101.42,18.7524,49.1508,23.7505,10.9015,71.0938,h
17.6254,10.3238,4.1532,-9.1952,-7.416,59.709,h
23.4278,17.2986,-51.7326,31.0212,16.9531,18.8023,h
42.3885,27.1735,-44.2499,-28.4107,25.4948,79.013,h
66.6985,15.4241,-2.7719,44.0388,-17.4514,63.9193,h
49.4749,20.232,36.1621,47.5655,16.6265,14.3967,h
17.8704,15.087,16.5736,27.3345,5.6102,19.9953,h
17.666,11.1267,3.3562,21.2237,-11.6285,61.3469,h
29.2304,9.9358,-12.6392,-25.5278,-6.916,22.2624,h
47.5061,11.3387,36.7509,39.299,4.7267,21.389,h
37.7629,11.7837,-13.9654,-28.8848,6.1314,24.6466,h
26.2623,12.1331,-2.1109,13.6116,-0.9647,59.639,h
95.5555,25.0585,-90.7343,56.7339,-7.9498,51.6475,h
27.71,6.6551,18.4418,-5.5253,6.7768,29.3522,h
185.6516,40.9804,-51.7551,-148.3497,26.2861,47.2783,h
48.1747,29.1517,39.317,19.2686,26.0782,78.6694,h
192.197,61.7657,-27.2776,-218.729,51.3807,7.5687,h
31.749,20.9261,-9.2991,-26.8058,15.4822,31.811,h
20.9681,12.0129,-0.7353,-8.0242,9.9688,77.8145,h
61.6736,12.497,16.3363,41.8048,-8.6356,14.396,h
190.008,133.858,187.39,-95.8101,97.3814,32.083,h
16.3285,13.0764,-23.4353,20.4453,-13.6883,47.7815,h
117.1218,14.8371,-209.657,103.3694,-17.4809,38.4564,h
69.1433,34.7464,58.4268,58.4271,-17.2172,77.8989,h
108.6269,24.5233,96.9825,81.1016,13.4889,15.2362,h
149.422,39.913,-104.649,-74.0711,-35.3242,12.573,h
19.3306,12.252,9.4368,14.723,-6.3487,80.6287,h
213.4886,83.705,-212.6945,-96.2903,-78.2844,46.0347,h
116.9997,88.1903,-41.613,-56.329,9.2071,12.6866,h
13.0287,10.9544,-14.0985,5.7807,-10.1748,64.87,h
94.5228,37.9375,38.7863,65.5511,-26.0649,72.0735,h
91.2813,15.2824,59.9568,49.2624,-9.2647,66.8335,h
16.338,10.774,-12.0526,6.7505,-6.9048,6.4471,h
110.8912,37.3507,-51.9364,-103.4295,9.4337,14.9031,h
60.9546,27.9552,79.4878,-32.642,-30.8033,50.487,h
40.811,9.7607,24.3405,37.6193,10.0571,86.2961,h
29.3302,12.9857,-22.981,-24.3176,4.6754,72.755,h
136.372,36.9455,78.4796,70.7879,-28.5445,53.274,h
19.5122,18.7608,26.3221,-5.6803,-11.9606,43.126,h
176.8542,26.0601,-200.7448,-97.1221,11.8139,59.1394,h
101.236,18.7607,-56.2555,-70.376,-5.4218,81.3618,h
16.4307,11.4399,-0.4318,0.3905,-5.8955,63.9024,h
17.8258,17.0974,23.13,4.3708,15.6104,14.939,h
70.8471,29.3421,49.4145,59.8522,-15.3116,9.3601,h
18.7803,7.2908,4.8613,-9.835,0.6426,40.3701,h
33.0251,16.9863,37.4668,15.0023,-6.7082,0.2951,h
20.2423,12.4902,13.9824,24.6235,-9.4909,66.6465,h
49.6905,9.6084,40.4911,31.5101,-1.3512,1.7605,h
95.4305,56.6159,31.2186,83.5842,27.8521,48.4131,h
147.318,23.5303,96.1868,143.681,-16.3267,15.957,h
34.4133,9.8594,32.5521,25.1394,8.6112,62.831,h
39.7227,30.5479,-73.386,20.3505,31.7201,52.0738,h
145.1413,107.2101,-114.2347,-137.1122,52.0009,37.0745,h
199.806,65.8845,-201.236,-124.784,58.0246,72.5219,h
124.497,71.6435,-78.8325,-62.6969,34.3564,47.6645,h
33.3384,15.5055,-6.7684,-37.1796,-7.572,58.9381,h
39.5069,12.3362,-15.4084,-22.7142,3.3135,85.0821,h
27.6731,21.5776,7.7873,-22.4266,-15.8182,46.8822,h
