@relation 'winequality-white_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.5-A12-M-1-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-R4-precision6'

@attribute '-0.512density+0.437alcohol-0.427residual sugar-0.407total sulfur dioxide-0.3free sulfur dioxide-0.212chlorides-0.157fixed acidity-0.144citric acid+0.129pH-0.043sulphates-0.005volatile acidity' numeric
@attribute '0.588fixed acidity-0.581pH+0.345citric acid-0.29free sulfur dioxide-0.244total sulfur dioxide-0.223sulphates-0.052volatile acidity+0.036alcohol+0.009chlorides-0.009residual sugar-0.006density' numeric
@attribute '-0.591volatile acidity+0.504citric acid+0.433sulphates+0.279free sulfur dioxide-0.214residual sugar-0.129density+0.127pH+0.124total sulfur dioxide+0.121fixed acidity+0.106alcohol-0.102chlorides' numeric
@attribute quality {'\'(-inf-3.6]\'','\'(3.6-4.2]\'','\'(4.2-4.8]\'','\'(4.8-5.4]\'','\'(5.4-6]\'','\'(6-6.6]\'','\'(6.6-7.2]\'','\'(7.2-7.8]\'','\'(7.8-8.4]\'','\'(8.4-inf)\''}

@data
-3.102622,-1.271287,-1.602156,'\'(5.4-6]\''
1.011053,-0.180758,1.428067,'\'(5.4-6]\''
-3.102622,-1.271287,-1.602156,'\'(5.4-6]\''
0.569398,-0.348163,0.036525,'\'(5.4-6]\''
2.035465,0.624646,-2.342242,'\'(6.6-7.2]\''
0.369327,0.096092,-0.195386,'\'(6.6-7.2]\''
-0.574446,0.362203,0.45945,'\'(7.8-8.4]\''
0.638616,-1.386091,-0.15568,'\'(6.6-7.2]\''
2.877849,-1.589261,-1.631802,'\'(7.8-8.4]\''
2.213249,-0.926919,0.32957,'\'(7.8-8.4]\''
0.593188,-1.002902,0.80947,'\'(5.4-6]\''
2.142477,-1.392496,-3.09007,'\'(3.6-4.2]\''
1.56856,-0.670132,1.161184,'\'(5.4-6]\''
1.477658,-1.072392,0.846925,'\'(7.8-8.4]\''
2.877849,-1.589261,-1.631802,'\'(7.8-8.4]\''
-1.235145,-0.236061,0.429097,'\'(6.6-7.2]\''
2.213249,-0.926919,0.32957,'\'(7.8-8.4]\''
1.240377,1.152031,-1.677734,'\'(4.8-5.4]\''
2.779422,-1.536864,0.346404,'\'(6.6-7.2]\''
-1.605636,-1.315229,-0.208602,'\'(5.4-6]\''
2.15025,1.189925,-0.873684,'\'(6.6-7.2]\''
2.883983,1.881499,-1.261947,'\'(7.8-8.4]\''
3.891342,-0.873239,-0.171449,'\'(6.6-7.2]\''
0.706055,-0.933495,-0.748176,'\'(4.8-5.4]\''
0.710763,-1.655281,-0.369153,'\'(5.4-6]\''
3.909972,-0.942866,-0.185831,'\'(6.6-7.2]\''
0.397829,0.29656,-0.676131,'\'(5.4-6]\''
-2.662472,0.689387,-1.505216,'\'(4.8-5.4]\''
0.300045,1.292048,-0.831966,'\'(6.6-7.2]\''
-2.57039,-1.56035,2.621205,'\'(5.4-6]\''
1.08826,0.819258,-0.427745,'\'(7.8-8.4]\''
1.145949,-0.088452,2.414969,'\'(6.6-7.2]\''
-2.57039,-1.56035,2.621205,'\'(5.4-6]\''
1.3299,-0.012433,0.3587,'\'(6.6-7.2]\''
-2.57039,-1.56035,2.621205,'\'(5.4-6]\''
-0.80367,0.891829,-0.005861,'\'(4.8-5.4]\''
0.370158,-0.116933,-0.493816,'\'(4.8-5.4]\''
1.027644,-0.696362,1.592066,'\'(5.4-6]\''
1.08826,0.819258,-0.427745,'\'(7.8-8.4]\''
1.589742,-1.251607,-0.312373,'\'(6.6-7.2]\''
0.76443,1.532777,-0.544048,'\'(5.4-6]\''
0.300045,1.292048,-0.831966,'\'(6.6-7.2]\''
1.3299,-0.012433,0.3587,'\'(6.6-7.2]\''
-2.662472,0.689387,-1.505216,'\'(4.8-5.4]\''
0.426932,-0.814437,2.46042,'\'(5.4-6]\''
1.145949,-0.088452,2.414969,'\'(6.6-7.2]\''
-2.560821,-1.554608,2.618279,'\'(5.4-6]\''
2.032168,0.011295,1.499011,'\'(5.4-6]\''
-0.80367,0.891829,-0.005861,'\'(4.8-5.4]\''
0.169776,0.352582,-0.445381,'\'(4.8-5.4]\''
-2.073884,0.119496,-1.521334,'\'(4.8-5.4]\''
-2.388683,0.712744,-0.411324,'\'(5.4-6]\''
-2.388683,0.712744,-0.411324,'\'(5.4-6]\''
-2.388683,0.712744,-0.411324,'\'(5.4-6]\''
-2.388683,0.712744,-0.411324,'\'(5.4-6]\''
1.982016,0.988975,1.138982,'\'(5.4-6]\''
2.1667,0.392879,0.25805,'\'(5.4-6]\''
-3.523251,1.474051,-0.295071,'\'(4.8-5.4]\''
0.616532,-0.779862,-0.882362,'\'(4.8-5.4]\''
5.562664,-1.17317,-4.068056,'\'(4.8-5.4]\''
-2.388683,0.712744,-0.411324,'\'(5.4-6]\''
-1.65697,-1.045562,-0.140012,'\'(4.8-5.4]\''
-2.138722,-0.776632,-0.635391,'\'(4.8-5.4]\''
0.580068,2.992226,0.047338,'\'(3.6-4.2]\''
-1.050708,-1.34129,-0.416816,'\'(5.4-6]\''
0.960275,0.514014,-0.177024,'\'(4.8-5.4]\''
0.363631,-0.018895,-0.163435,'\'(5.4-6]\''
-2.073884,0.119496,-1.521334,'\'(4.8-5.4]\''
-1.70414,-0.518697,0.574852,'\'(4.8-5.4]\''
1.617259,-1.552685,0.480038,'\'(6.6-7.2]\''
-0.082243,0.450559,-0.104058,'\'(4.8-5.4]\''
-0.071837,0.451726,-0.162652,'\'(4.8-5.4]\''
0.476512,-1.759508,-0.056059,'\'(6.6-7.2]\''
1.908126,-1.801759,0.972162,'\'(5.4-6]\''
1.451056,0.557225,-1.000178,'\'(5.4-6]\''
2.551168,-1.560766,-0.139094,'\'(6.6-7.2]\''
0.476512,-1.759508,-0.056059,'\'(6.6-7.2]\''
3.15185,-0.235892,0.318443,'\'(6.6-7.2]\''
0.98821,0.879385,0.141008,'\'(4.8-5.4]\''
-3.341568,-1.321401,-0.675034,'\'(5.4-6]\''
-0.384489,0.143976,-0.973858,'\'(5.4-6]\''
0.98821,0.879385,0.141008,'\'(4.8-5.4]\''
2.198177,-0.50617,1.871636,'\'(5.4-6]\''
-1.4614,-1.263296,-0.709113,'\'(4.8-5.4]\''
1.961175,0.70964,0.092304,'\'(5.4-6]\''
1.866373,0.082255,1.370708,'\'(3.6-4.2]\''
-2.14892,1.726817,1.926227,'\'(4.8-5.4]\''
1.73598,-1.224137,-1.092901,'\'(5.4-6]\''
-2.057914,1.068361,-0.770152,'\'(6.6-7.2]\''
-2.057914,1.068361,-0.770152,'\'(6.6-7.2]\''
-2.057914,1.068361,-0.770152,'\'(6.6-7.2]\''
-2.057914,1.068361,-0.770152,'\'(6.6-7.2]\''
-2.057914,1.068361,-0.770152,'\'(6.6-7.2]\''
-2.057914,1.068361,-0.770152,'\'(6.6-7.2]\''
-2.057914,1.068361,-0.770152,'\'(6.6-7.2]\''
1.399413,1.039804,0.022767,'\'(4.8-5.4]\''
-2.823628,0.27168,-0.170978,'\'(5.4-6]\''
-1.602847,-1.378628,-0.456437,'\'(4.8-5.4]\''
0.33337,-1.73006,0.411814,'\'(5.4-6]\''
-2.057914,1.068361,-0.770152,'\'(6.6-7.2]\''
1.644139,-0.959801,-0.179611,'\'(4.8-5.4]\''
0.765561,-0.625021,0.350997,'\'(4.8-5.4]\''
0.767859,-0.565417,0.236775,'\'(4.8-5.4]\''
3.086091,-2.70705,-0.221363,'\'(7.8-8.4]\''
0.24452,1.506445,0.396112,'\'(5.4-6]\''
1.644139,-0.959801,-0.179611,'\'(4.8-5.4]\''
0.765561,-0.625021,0.350997,'\'(4.8-5.4]\''
0.767859,-0.565417,0.236775,'\'(4.8-5.4]\''
0.24452,1.506445,0.396112,'\'(5.4-6]\''
1.096526,1.913024,0.143774,'\'(5.4-6]\''
2.127379,0.200488,-0.074238,'\'(6.6-7.2]\''
1.555072,2.942846,-0.108832,'\'(4.8-5.4]\''
2.324907,1.001602,-1.533954,'\'(4.8-5.4]\''
3.086091,-2.70705,-0.221363,'\'(7.8-8.4]\''
-2.206962,-0.816966,-1.416109,'\'(4.8-5.4]\''
-2.206962,-0.816966,-1.416109,'\'(4.8-5.4]\''
-2.206962,-0.816966,-1.416109,'\'(4.8-5.4]\''
-0.848451,-0.503005,-0.516122,'\'(5.4-6]\''
-2.206962,-0.816966,-1.416109,'\'(4.8-5.4]\''
1.746527,0.975229,0.7598,'\'(3.6-4.2]\''
-0.718303,-0.734918,-0.417992,'\'(5.4-6]\''
-0.848451,-0.503005,-0.516122,'\'(5.4-6]\''
3.513398,-2.307553,-2.193211,'\'(4.8-5.4]\''
-2.861466,-1.778018,0.11325,'\'(4.8-5.4]\''
1.84766,-0.146134,-0.782926,'\'(5.4-6]\''
0.946549,0.258556,-0.07087,'\'(4.8-5.4]\''
1.84766,-0.146134,-0.782926,'\'(5.4-6]\''
2.122774,-1.261241,1.489959,'\'(6.6-7.2]\''
1.684736,-0.02523,1.162891,'\'(6.6-7.2]\''
-2.861466,-1.778018,0.11325,'\'(4.8-5.4]\''
0.725348,1.100019,-0.736679,'\'(5.4-6]\''
0.752853,1.684186,-1.0996,'\'(5.4-6]\''
-1.716394,-0.580914,0.612835,'\'(4.8-5.4]\''
-1.640513,-0.394355,-0.988869,'\'(5.4-6]\''
3.527168,-1.047301,0.275916,'\'(6.6-7.2]\''
-2.999526,0.9594,-0.087082,'\'(4.8-5.4]\''
-1.716544,-0.710894,0.244819,'\'(4.8-5.4]\''
-1.833551,-0.295491,1.004768,'\'(4.8-5.4]\''
-1.74896,-0.112427,0.94478,'\'(5.4-6]\''
-1.716394,-0.580914,0.612835,'\'(4.8-5.4]\''
-1.654327,-0.246073,0.774672,'\'(4.8-5.4]\''
-1.054953,0.024626,0.221872,'\'(5.4-6]\''
-1.742913,-1.235892,-0.292952,'\'(5.4-6]\''
1.141082,-0.326289,0.438545,'\'(4.8-5.4]\''
-1.640513,-0.394355,-0.988869,'\'(5.4-6]\''
-1.054103,0.2788,-0.501218,'\'(5.4-6]\''
-0.901402,0.963419,-2.506305,'\'(4.8-5.4]\''
0.654912,1.66985,0.809487,'\'(4.8-5.4]\''
1.008227,-0.207561,0.232855,'\'(4.8-5.4]\''
1.629829,2.102757,0.825995,'\'(4.8-5.4]\''
1.918814,2.320353,0.539216,'\'(5.4-6]\''
0.654912,1.66985,0.809487,'\'(4.8-5.4]\''
0.75274,1.747217,-0.100408,'\'(5.4-6]\''
1.629829,2.102757,0.825995,'\'(4.8-5.4]\''
1.918814,2.320353,0.539216,'\'(5.4-6]\''
-0.901402,0.963419,-2.506305,'\'(4.8-5.4]\''
0.193645,2.114568,1.247142,'\'(4.8-5.4]\''
0.212012,2.207739,1.249358,'\'(5.4-6]\''
0.75274,1.747217,-0.100408,'\'(5.4-6]\''
-1.701411,-0.536279,-0.106176,'\'(-inf-3.6]\''
0.869748,0.677451,0.474189,'\'(4.8-5.4]\''
0.654912,1.66985,0.809487,'\'(4.8-5.4]\''
1.008227,-0.207561,0.232855,'\'(4.8-5.4]\''
-1.096459,0.062771,-0.915244,'\'(4.8-5.4]\''
1.942824,0.00354,-1.716756,'\'(6.6-7.2]\''
-0.483942,0.006206,-0.947572,'\'(4.8-5.4]\''
1.060514,-0.882909,-0.965659,'\'(5.4-6]\''
1.570116,-1.911974,-0.989449,'\'(5.4-6]\''
1.570116,-1.911974,-0.989449,'\'(5.4-6]\''
1.004152,0.230131,-1.114537,'\'(4.8-5.4]\''
-1.104026,0.042387,-0.109143,'\'(5.4-6]\''
0.544412,-0.684475,0.656887,'\'(5.4-6]\''
-1.76603,-0.227743,0.822552,'\'(4.8-5.4]\''
1.364269,0.932408,0.500909,'\'(6.6-7.2]\''
2.963473,-0.162951,-1.348115,'\'(5.4-6]\''
1.570116,-1.911974,-0.989449,'\'(5.4-6]\''
2.846954,-0.907344,-0.974537,'\'(4.8-5.4]\''
1.060514,-0.882909,-0.965659,'\'(5.4-6]\''
2.265166,0.276172,-0.919493,'\'(6.6-7.2]\''
1.62852,-1.968843,-1.45602,'\'(6.6-7.2]\''
-0.228593,1.146281,-1.497112,'\'(4.8-5.4]\''
-0.228593,1.146281,-1.497112,'\'(4.8-5.4]\''
-1.751427,0.375586,-0.535491,'\'(5.4-6]\''
-0.663116,-0.997196,-0.710064,'\'(4.8-5.4]\''
-0.106237,-0.527309,-0.963287,'\'(4.8-5.4]\''
1.636211,1.771686,0.411331,'\'(5.4-6]\''
1.636211,1.771686,0.411331,'\'(5.4-6]\''
-0.663116,-0.997196,-0.710064,'\'(4.8-5.4]\''
-0.106237,-0.527309,-0.963287,'\'(4.8-5.4]\''
2.308981,0.589733,-1.304602,'\'(5.4-6]\''
-0.713231,0.6816,1.413939,'\'(5.4-6]\''
1.658049,1.553778,0.155282,'\'(5.4-6]\''
2.214415,0.319633,0.224175,'\'(6.6-7.2]\''
2.308981,0.589733,-1.304602,'\'(5.4-6]\''
-2.324212,-1.301051,-1.149351,'\'(4.8-5.4]\''
1.764468,0.039597,-0.361461,'\'(5.4-6]\''
-2.324212,-1.301051,-1.149351,'\'(4.8-5.4]\''
-0.614649,2.102207,0.404967,'\'(5.4-6]\''
-0.008623,1.32762,0.455539,'\'(4.8-5.4]\''
1.764468,0.039597,-0.361461,'\'(5.4-6]\''
3.091168,-1.030682,0.491713,'\'(6.6-7.2]\''
2.516885,-1.312982,0.483827,'\'(5.4-6]\''
1.913089,-1.371104,0.696167,'\'(6.6-7.2]\''
1.839984,-2.401738,1.896273,'\'(5.4-6]\''
0.712072,-1.134721,0.701973,'\'(5.4-6]\''
2.516885,-1.312982,0.483827,'\'(5.4-6]\''
1.529032,-1.976749,0.593167,'\'(5.4-6]\''
1.561476,-0.670204,0.088345,'\'(5.4-6]\''
-1.829307,-0.111999,-0.354031,'\'(4.8-5.4]\''
-1.829307,-0.111999,-0.354031,'\'(4.8-5.4]\''
-2.819153,-1.507594,0.669343,'\'(5.4-6]\''
-1.27772,-1.545513,-0.08316,'\'(5.4-6]\''
-1.27772,-1.545513,-0.08316,'\'(5.4-6]\''
2.742784,-0.251325,-0.864944,'\'(6.6-7.2]\''
2.229916,-0.615155,0.680276,'\'(5.4-6]\''
0.421921,1.052187,1.258839,'\'(5.4-6]\''
-1.829307,-0.111999,-0.354031,'\'(4.8-5.4]\''
-2.751064,-1.707067,0.224635,'\'(5.4-6]\''
-2.819153,-1.507594,0.669343,'\'(5.4-6]\''
-1.124976,-1.049323,-0.106151,'\'(5.4-6]\''
-1.27772,-1.545513,-0.08316,'\'(5.4-6]\''
-3.584415,0.488599,0.255828,'\'(3.6-4.2]\''
-3.498269,1.331772,-0.099237,'\'(4.8-5.4]\''
-1.886091,0.011738,0.927172,'\'(4.8-5.4]\''
0.552541,-0.004539,0.231375,'\'(6.6-7.2]\''
-1.476101,-0.799042,-0.708599,'\'(4.8-5.4]\''
1.830572,0.765403,-0.045832,'\'(4.8-5.4]\''
-2.056262,-0.925948,-0.604149,'\'(4.8-5.4]\''
1.297999,0.638211,-4.416777,'\'(3.6-4.2]\''
-2.035688,-0.480601,-1.561098,'\'(5.4-6]\''
-2.035688,-0.480601,-1.561098,'\'(5.4-6]\''
0.874812,0.601778,0.870659,'\'(4.8-5.4]\''
0.706507,0.288794,-0.116919,'\'(5.4-6]\''
-2.035688,-0.480601,-1.561098,'\'(5.4-6]\''
2.574833,1.026567,0.985157,'\'(5.4-6]\''
0.706507,0.288794,-0.116919,'\'(5.4-6]\''
2.574833,1.026567,0.985157,'\'(5.4-6]\''
-2.035688,-0.480601,-1.561098,'\'(5.4-6]\''
-0.360154,-0.390519,-1.004659,'\'(5.4-6]\''
1.060143,0.915136,-1.972814,'\'(5.4-6]\''
0.874812,0.601778,0.870659,'\'(4.8-5.4]\''
0.126695,-0.570121,-0.121851,'\'(4.8-5.4]\''
1.028739,0.994643,-2.335695,'\'(4.8-5.4]\''
1.899291,-1.065799,-1.777497,'\'(5.4-6]\''
2.865084,0.632952,0.2106,'\'(5.4-6]\''
-0.586297,-0.84582,0.336191,'\'(5.4-6]\''
-1.822609,-0.210223,0.673484,'\'(5.4-6]\''
0.600463,1.391772,1.302263,'\'(6.6-7.2]\''
0.126695,-0.570121,-0.121851,'\'(4.8-5.4]\''
1.028739,0.994643,-2.335695,'\'(4.8-5.4]\''
4.65468,-1.129292,-3.938569,'\'(3.6-4.2]\''
1.158361,1.156711,0.103507,'\'(5.4-6]\''
2.127875,0.221739,-0.994194,'\'(5.4-6]\''
3.594808,-2.225888,0.050362,'\'(6.6-7.2]\''
2.268199,-0.504968,0.406012,'\'(6.6-7.2]\''
2.268199,-0.504968,0.406012,'\'(6.6-7.2]\''
2.797053,0.899678,-0.542351,'\'(6.6-7.2]\''
0.973189,-0.965449,-0.909848,'\'(6.6-7.2]\''
0.973189,-0.965449,-0.909848,'\'(6.6-7.2]\''
1.631825,0.383205,-0.802736,'\'(5.4-6]\''
-2.036394,2.372607,2.020529,'\'(5.4-6]\''
2.268199,-0.504968,0.406012,'\'(6.6-7.2]\''
1.426935,0.722442,0.145958,'\'(5.4-6]\''
0.973189,-0.965449,-0.909848,'\'(6.6-7.2]\''
3.6507,-2.434768,0.007215,'\'(6.6-7.2]\''
1.631825,0.383205,-0.802736,'\'(5.4-6]\''
-1.886118,-0.638358,0.883203,'\'(4.8-5.4]\''
3.305441,0.27361,-0.425156,'\'(6.6-7.2]\''
2.861685,0.950493,-0.422236,'\'(5.4-6]\''
0.950899,1.251962,0.53067,'\'(5.4-6]\''
-2.210701,-0.093821,-0.435702,'\'(4.8-5.4]\''
2.797053,0.899678,-0.542351,'\'(6.6-7.2]\''
0.756511,2.712085,-0.793344,'\'(4.8-5.4]\''
0.756511,2.712085,-0.793344,'\'(4.8-5.4]\''
0.597567,3.166598,-0.150071,'\'(4.8-5.4]\''
-0.13971,0.622166,-0.494564,'\'(5.4-6]\''
1.845652,0.749784,-0.600025,'\'(4.8-5.4]\''
-2.618487,-0.036064,-0.294041,'\'(4.8-5.4]\''
-2.618487,-0.036064,-0.294041,'\'(4.8-5.4]\''
2.662413,0.476149,-0.505846,'\'(5.4-6]\''
3.090567,0.127544,-0.268219,'\'(5.4-6]\''
0.444105,-0.403907,0.666477,'\'(7.8-8.4]\''
0.840926,2.28288,-0.705109,'\'(3.6-4.2]\''
1.565862,0.271834,0.223456,'\'(5.4-6]\''
-2.805511,-0.668341,-1.800144,'\'(4.8-5.4]\''
0.805119,-1.731295,-0.0755,'\'(5.4-6]\''
-2.387383,-0.33993,-1.224282,'\'(4.8-5.4]\''
1.350568,2.315569,1.603481,'\'(5.4-6]\''
0.077169,-1.091275,0.671263,'\'(5.4-6]\''
-1.239951,0.052346,-0.833306,'\'(4.8-5.4]\''
0.990427,-1.360904,-0.784421,'\'(4.8-5.4]\''
1.30125,0.872901,0.560686,'\'(5.4-6]\''
0.264507,0.071768,-0.490603,'\'(5.4-6]\''
0.095332,-1.210692,0.67578,'\'(5.4-6]\''
0.077169,-1.091275,0.671263,'\'(5.4-6]\''
2.340987,-0.777861,0.03277,'\'(5.4-6]\''
2.081158,-0.988291,0.299367,'\'(6.6-7.2]\''
0.420241,-0.944679,0.12301,'\'(4.8-5.4]\''
-1.239951,0.052346,-0.833306,'\'(4.8-5.4]\''
0.990427,-1.360904,-0.784421,'\'(4.8-5.4]\''
-2.659927,-0.862965,-1.776642,'\'(4.8-5.4]\''
1.448438,1.622532,0.460558,'\'(5.4-6]\''
0.66272,1.081797,1.047294,'\'(6.6-7.2]\''
-2.659927,-0.862965,-1.776642,'\'(4.8-5.4]\''
1.448438,1.622532,0.460558,'\'(5.4-6]\''
1.245848,-1.3784,-0.677596,'\'(4.8-5.4]\''
1.92207,1.651867,-0.126882,'\'(4.8-5.4]\''
0.25882,-1.236931,-0.692225,'\'(5.4-6]\''
0.25882,-1.236931,-0.692225,'\'(5.4-6]\''
-1.472853,-0.910794,-1.163517,'\'(5.4-6]\''
-3.17936,1.289265,-0.458224,'\'(4.8-5.4]\''
1.682922,0.005075,-1.393147,'\'(6.6-7.2]\''
2.168466,-0.790365,-0.640353,'\'(6.6-7.2]\''
-3.212923,0.888063,0.122612,'\'(4.8-5.4]\''
0.953669,0.710626,-1.126043,'\'(3.6-4.2]\''
0.296082,-1.376185,-0.72099,'\'(5.4-6]\''
-1.510536,-0.254207,0.818455,'\'(3.6-4.2]\''
-1.467639,0.010101,0.628971,'\'(5.4-6]\''
0.969513,0.369914,0.522905,'\'(5.4-6]\''
-0.985776,0.113448,0.224241,'\'(6.6-7.2]\''
0.969513,0.369914,0.522905,'\'(5.4-6]\''
-0.449547,1.848859,0.228451,'\'(5.4-6]\''
-1.510536,-0.254207,0.818455,'\'(3.6-4.2]\''
-1.467639,0.010101,0.628971,'\'(5.4-6]\''
1.347779,-1.711725,1.970932,'\'(6.6-7.2]\''
1.396341,-0.063194,0.467601,'\'(6.6-7.2]\''
1.993373,0.875927,-0.777545,'\'(5.4-6]\''
-0.034929,-0.564851,1.681396,'\'(6.6-7.2]\''
0.011966,-0.563105,1.661072,'\'(5.4-6]\''
-0.445831,-0.9545,-0.35214,'\'(4.8-5.4]\''
-0.493068,-1.414207,1.903642,'\'(6.6-7.2]\''
1.347779,-1.711725,1.970932,'\'(6.6-7.2]\''
0.603861,-0.679171,-0.7685,'\'(5.4-6]\''
1.396341,-0.063194,0.467601,'\'(6.6-7.2]\''
-0.166524,0.062212,0.16452,'\'(5.4-6]\''
-0.166524,0.062212,0.16452,'\'(5.4-6]\''
-3.650445,-0.954392,1.689808,'\'(5.4-6]\''
1.573448,-1.354892,0.079678,'\'(5.4-6]\''
-0.166524,0.062212,0.16452,'\'(5.4-6]\''
-3.650445,-0.954392,1.689808,'\'(5.4-6]\''
0.07816,1.41025,0.22751,'\'(4.8-5.4]\''
1.195811,1.374573,0.397088,'\'(6.6-7.2]\''
0.225857,-0.204542,0.002176,'\'(6.6-7.2]\''
0.225857,-0.204542,0.002176,'\'(6.6-7.2]\''
1.30866,2.008969,-0.068287,'\'(4.8-5.4]\''
0.225857,-0.204542,0.002176,'\'(6.6-7.2]\''
2.114311,-0.621016,0.048019,'\'(6.6-7.2]\''
-0.13437,0.161971,2.278723,'\'(5.4-6]\''
-0.13437,0.161971,2.278723,'\'(5.4-6]\''
-0.13437,0.161971,2.278723,'\'(5.4-6]\''
0.306444,1.598997,0.436697,'\'(4.8-5.4]\''
-1.479621,0.809076,-0.588594,'\'(5.4-6]\''
1.038855,0.158681,2.034965,'\'(5.4-6]\''
1.674646,0.213064,-0.774272,'\'(6.6-7.2]\''
1.038855,0.158681,2.034965,'\'(5.4-6]\''
3.468034,0.415529,0.641621,'\'(5.4-6]\''
0.306444,1.598997,0.436697,'\'(4.8-5.4]\''
-1.479621,0.809076,-0.588594,'\'(5.4-6]\''
-0.101805,-0.395849,0.722193,'\'(5.4-6]\''
0.898536,0.723226,0.865777,'\'(5.4-6]\''
2.114311,-0.621016,0.048019,'\'(6.6-7.2]\''
-0.13437,0.161971,2.278723,'\'(5.4-6]\''
-1.679562,-0.901061,-1.280176,'\'(5.4-6]\''
-3.978599,0.088876,0.907854,'\'(5.4-6]\''
0.84666,-0.291077,-1.904441,'\'(4.8-5.4]\''
-1.367916,-0.475536,-1.078171,'\'(4.8-5.4]\''
1.947661,-0.803946,0.185897,'\'(5.4-6]\''
-3.959968,0.019249,0.893471,'\'(5.4-6]\''
0.84666,-0.291077,-1.904441,'\'(4.8-5.4]\''
0.170752,0.290554,-2.603813,'\'(3.6-4.2]\''
0.119786,1.321828,0.149645,'\'(4.8-5.4]\''
-1.367916,-0.475536,-1.078171,'\'(4.8-5.4]\''
-1.748691,-0.271922,1.844416,'\'(5.4-6]\''
0.986459,-1.489961,0.509481,'\'(5.4-6]\''
2.206609,-0.311392,1.074821,'\'(5.4-6]\''
-1.748691,-0.271922,1.844416,'\'(5.4-6]\''
0.06881,-0.24883,-0.13564,'\'(4.8-5.4]\''
2.795553,-0.459319,0.156057,'\'(5.4-6]\''
0.638288,-0.644197,-0.28439,'\'(5.4-6]\''
1.915205,1.03828,0.605371,'\'(4.8-5.4]\''
0.492895,1.441031,0.194547,'\'(4.8-5.4]\''
-1.562126,0.40261,-1.515437,'\'(4.8-5.4]\''
0.689682,0.856014,0.818226,'\'(5.4-6]\''
-1.562126,0.40261,-1.515437,'\'(4.8-5.4]\''
-0.180762,-1.465885,0.755305,'\'(5.4-6]\''
0.006957,-0.147957,-0.372671,'\'(4.8-5.4]\''
-0.056757,-0.158309,-0.47449,'\'(4.8-5.4]\''
0.492895,1.441031,0.194547,'\'(4.8-5.4]\''
2.766531,-1.33334,-5.671692,'\'(3.6-4.2]\''
-0.443106,-1.100834,0.466515,'\'(4.8-5.4]\''
-0.860962,-1.245945,-0.269618,'\'(4.8-5.4]\''
-2.229226,1.603365,-0.893777,'\'(6.6-7.2]\''
-2.229226,1.603365,-0.893777,'\'(6.6-7.2]\''
-2.229226,1.603365,-0.893777,'\'(6.6-7.2]\''
-2.229226,1.603365,-0.893777,'\'(6.6-7.2]\''
-2.783528,1.090208,-0.836297,'\'(6.6-7.2]\''
-0.986272,0.443322,0.819372,'\'(5.4-6]\''
-0.986272,0.443322,0.819372,'\'(5.4-6]\''
1.664285,0.890318,1.308401,'\'(5.4-6]\''
-2.229226,1.603365,-0.893777,'\'(6.6-7.2]\''
0.869897,1.345395,-1.347615,'\'(5.4-6]\''
-0.860962,-1.245945,-0.269618,'\'(4.8-5.4]\''
-2.229226,1.603365,-0.893777,'\'(6.6-7.2]\''
-2.783528,1.090208,-0.836297,'\'(6.6-7.2]\''
0.869897,1.345395,-1.347615,'\'(5.4-6]\''
-0.125019,-0.761849,-1.938006,'\'(4.8-5.4]\''
1.490043,0.539848,1.202762,'\'(5.4-6]\''
-0.986272,0.443322,0.819372,'\'(5.4-6]\''
1.664285,0.890318,1.308401,'\'(5.4-6]\''
1.306338,-0.538356,-2.929164,'\'(4.8-5.4]\''
1.306338,-0.538356,-2.929164,'\'(4.8-5.4]\''
1.280977,0.725186,-0.300879,'\'(5.4-6]\''
0.062526,-0.308448,-0.29923,'\'(4.8-5.4]\''
3.237893,-1.46985,-0.551721,'\'(4.8-5.4]\''
1.182882,-1.108558,-0.493375,'\'(7.8-8.4]\''
-0.167452,-0.23776,-1.192209,'\'(5.4-6]\''
-0.554565,-0.443598,-0.297653,'\'(4.8-5.4]\''
-0.167452,-0.23776,-1.192209,'\'(5.4-6]\''
-0.698686,-0.657873,-0.55317,'\'(5.4-6]\''
-0.637231,-1.087141,-0.301401,'\'(4.8-5.4]\''
2.082411,2.05348,-0.040952,'\'(5.4-6]\''
-2.248097,-0.620271,2.454069,'\'(6.6-7.2]\''
0.679723,-0.048773,-2.119829,'\'(4.8-5.4]\''
0.086065,0.460368,-2.39598,'\'(3.6-4.2]\''
-1.335231,-0.742248,-0.816761,'\'(5.4-6]\''
-0.676837,0.456392,-1.235557,'\'(4.8-5.4]\''
2.012736,-1.323625,0.001317,'\'(5.4-6]\''
1.990421,-1.216108,0.064619,'\'(5.4-6]\''
0.709562,-0.543119,-1.159282,'\'(5.4-6]\''
-0.96294,-0.94223,-0.345504,'\'(5.4-6]\''
-1.201269,-0.661857,-0.857734,'\'(5.4-6]\''
-0.00744,-1.085312,0.045891,'\'(5.4-6]\''
0.31084,-0.972433,-0.097424,'\'(4.8-5.4]\''
0.368227,0.840803,-2.242087,'\'(7.8-8.4]\''
1.811489,1.61002,-0.510353,'\'(5.4-6]\''
0.331429,1.481549,0.072251,'\'(5.4-6]\''
0.60441,0.757645,0.234071,'\'(5.4-6]\''
1.692841,1.3579,-0.470774,'\'(5.4-6]\''
