@relation winequality-white-weka.filters.supervised.attribute.NominalToBinary-weka.filters.unsupervised.attribute.RandomProjection-P25.0-R42-DSparse1-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-R3-precision6

@attribute K1 numeric
@attribute K2 numeric
@attribute quality {'\'(-inf-3.6]\'','\'(3.6-4.2]\'','\'(4.2-4.8]\'','\'(4.8-5.4]\'','\'(5.4-6]\'','\'(6-6.6]\'','\'(6.6-7.2]\'','\'(7.2-7.8]\'','\'(7.8-8.4]\'','\'(8.4-inf)\''}

@data
9.513635,369.515719,'\'(5.4-6]\''
17.000945,343.41025,'\'(4.8-5.4]\''
4.702864,260.4658,'\'(5.4-6]\''
7.487309,229.264637,'\'(5.4-6]\''
28.160028,329.784206,'\'(5.4-6]\''
5.700872,329.675087,'\'(5.4-6]\''
9.513635,369.515719,'\'(5.4-6]\''
6.030655,303.685664,'\'(5.4-6]\''
5.359658,210.172241,'\'(5.4-6]\''
21.575984,360.947264,'\'(4.8-5.4]\''
9.32796,197.862556,'\'(3.6-4.2]\''
13.53667,262.367592,'\'(4.8-5.4]\''
13.536843,257.169708,'\'(4.8-5.4]\''
4.85338,220.56801,'\'(5.4-6]\''
4.699747,272.378846,'\'(5.4-6]\''
31.59226,310.636384,'\'(4.8-5.4]\''
5.117517,279.398848,'\'(3.6-4.2]\''
25.804786,312.384023,'\'(4.8-5.4]\''
4.905861,116.518522,'\'(4.8-5.4]\''
12.80661,208.429798,'\'(4.8-5.4]\''
7.560402,309.051558,'\'(5.4-6]\''
12.930972,236.128755,'\'(5.4-6]\''
13.571138,201.546628,'\'(4.8-5.4]\''
5.076987,257.001699,'\'(7.8-8.4]\''
12.650726,187.678097,'\'(5.4-6]\''
4.8707,246.581681,'\'(5.4-6]\''
5.240147,308.963223,'\'(3.6-4.2]\''
5.305791,120.053638,'\'(5.4-6]\''
6.900664,312.520855,'\'(6.6-7.2]\''
7.231312,330.011104,'\'(6.6-7.2]\''
37.235109,258.146584,'\'(5.4-6]\''
5.076987,257.001699,'\'(7.8-8.4]\''
10.902394,211.926809,'\'(5.4-6]\''
10.072222,263.763625,'\'(5.4-6]\''
13.358269,168.622074,'\'(5.4-6]\''
27.606465,368.034816,'\'(5.4-6]\''
13.571138,201.546628,'\'(4.8-5.4]\''
13.897802,239.656942,'\'(5.4-6]\''
4.144624,172.046339,'\'(5.4-6]\''
26.429017,343.838066,'\'(5.4-6]\''
6.115179,192.380615,'\'(4.8-5.4]\''
4.159347,213.650199,'\'(5.4-6]\''
18.875543,321.047742,'\'(5.4-6]\''
10.310552,309.001328,'\'(5.4-6]\''
7.490773,180.621722,'\'(4.8-5.4]\''
18.875543,321.047742,'\'(5.4-6]\''
5.498568,175.688842,'\'(4.8-5.4]\''
4.037064,95.820515,'\'(3.6-4.2]\''
13.796478,260.72734,'\'(5.4-6]\''
5.872691,264.030361,'\'(5.4-6]\''
27.93287,246.417136,'\'(5.4-6]\''
19.672979,293.412871,'\'(5.4-6]\''
4.630118,236.793862,'\'(4.8-5.4]\''
23.049613,412.856827,'\'(4.8-5.4]\''
10.537797,151.277318,'\'(4.8-5.4]\''
19.672979,293.412871,'\'(5.4-6]\''
4.213906,177.161085,'\'(4.8-5.4]\''
4.784617,234.391508,'\'(5.4-6]\''
20.259105,301.974398,'\'(5.4-6]\''
6.533469,265.568422,'\'(6.6-7.2]\''
23.792662,342.054054,'\'(5.4-6]\''
4.578503,244.737047,'\'(6.6-7.2]\''
6.012641,161.638445,'\'(5.4-6]\''
27.93287,246.417136,'\'(5.4-6]\''
16.014715,350.399075,'\'(4.8-5.4]\''
17.020344,372.88629,'\'(4.8-5.4]\''
4.282669,92.349485,'\'(4.8-5.4]\''
17.140461,388.405465,'\'(4.8-5.4]\''
11.404429,313.903032,'\'(5.4-6]\''
12.080708,215.335485,'\'(5.4-6]\''
4.783232,170.272719,'\'(6.6-7.2]\''
21.125824,194.573392,'\'(5.4-6]\''
16.014715,350.399075,'\'(4.8-5.4]\''
17.020344,372.88629,'\'(4.8-5.4]\''
15.51242,362.542483,'\'(4.8-5.4]\''
5.049794,310.50648,'\'(4.8-5.4]\''
4.264655,249.619698,'\'(4.8-5.4]\''
9.997051,177.233831,'\'(6.6-7.2]\''
19.321893,314.05372,'\'(5.4-6]\''
4.597036,244.740511,'\'(5.4-6]\''
18.629072,308.857568,'\'(5.4-6]\''
19.321893,314.05372,'\'(5.4-6]\''
7.400014,172.051535,'\'(5.4-6]\''
37.407621,235.610871,'\'(5.4-6]\''
26.585248,283.050011,'\'(4.8-5.4]\''
4.597036,244.740511,'\'(5.4-6]\''
5.459771,260.490049,'\'(7.8-8.4]\''
5.459771,260.490049,'\'(7.8-8.4]\''
11.61392,260.434624,'\'(4.8-5.4]\''
5.481075,347.139355,'\'(3.6-4.2]\''
18.194328,246.460438,'\'(5.4-6]\''
5.0155,174.013948,'\'(5.4-6]\''
14.000513,220.538565,'\'(6.6-7.2]\''
18.194328,246.460438,'\'(5.4-6]\''
6.670647,199.705458,'\'(6.6-7.2]\''
5.873211,274.240801,'\'(6.6-7.2]\''
15.387366,211.873115,'\'(4.8-5.4]\''
4.903436,327.818328,'\'(6.6-7.2]\''
4.66857,305.433304,'\'(4.8-5.4]\''
4.909152,203.159167,'\'(4.8-5.4]\''
4.768336,265.724307,'\'(5.4-6]\''
33.359645,324.537824,'\'(4.8-5.4]\''
5.602492,208.37264,'\'(4.8-5.4]\''
13.345971,258.891366,'\'(5.4-6]\''
4.696975,218.856744,'\'(4.8-5.4]\''
17.863679,222.237707,'\'(7.8-8.4]\''
28.905157,300.273524,'\'(5.4-6]\''
14.385721,281.025244,'\'(5.4-6]\''
19.774131,331.287626,'\'(5.4-6]\''
4.891658,116.518522,'\'(4.8-5.4]\''
28.905157,300.273524,'\'(5.4-6]\''
14.385721,281.025244,'\'(5.4-6]\''
19.774131,331.287626,'\'(5.4-6]\''
23.880477,206.902129,'\'(4.8-5.4]\''
7.957734,201.343978,'\'(4.8-5.4]\''
28.45898,319.533929,'\'(5.4-6]\''
23.880477,206.902129,'\'(4.8-5.4]\''
28.45898,319.533929,'\'(5.4-6]\''
4.681387,319.14595,'\'(5.4-6]\''
7.957734,201.343978,'\'(4.8-5.4]\''
10.445652,125.196096,'\'(5.4-6]\''
4.454315,191.249586,'\'(5.4-6]\''
9.320339,173.759337,'\'(6.6-7.2]\''
7.172769,284.728368,'\'(5.4-6]\''
26.319032,227.468501,'\'(6.6-7.2]\''
3.105914,197.512682,'\'(3.6-4.2]\''
3.948383,166.834598,'\'(5.4-6]\''
4.27626,227.439056,'\'(5.4-6]\''
7.172769,284.728368,'\'(5.4-6]\''
5.200656,191.123146,'\'(4.8-5.4]\''
9.320339,173.759337,'\'(6.6-7.2]\''
13.053428,400.612959,'\'(5.4-6]\''
21.853978,286.053387,'\'(4.8-5.4]\''
5.013248,146.243978,'\'(4.8-5.4]\''
21.853978,286.053387,'\'(4.8-5.4]\''
13.053428,400.612959,'\'(5.4-6]\''
13.035934,416.1789,'\'(5.4-6]\''
21.537705,289.721871,'\'(6.6-7.2]\''
21.537705,289.721871,'\'(6.6-7.2]\''
28.29357,265.471427,'\'(6.6-7.2]\''
21.537705,289.721871,'\'(6.6-7.2]\''
28.29357,265.471427,'\'(6.6-7.2]\''
11.942317,277.723955,'\'(5.4-6]\''
24.281274,370.019746,'\'(4.8-5.4]\''
11.995145,180.744698,'\'(5.4-6]\''
6.031001,177.235563,'\'(6.6-7.2]\''
21.405377,428.530154,'\'(5.4-6]\''
11.995145,180.744698,'\'(5.4-6]\''
4.022861,284.72144,'\'(4.8-5.4]\''
6.031001,177.235563,'\'(6.6-7.2]\''
22.703029,431.885137,'\'(5.4-6]\''
16.01662,241.636676,'\'(5.4-6]\''
10.653845,163.659749,'\'(5.4-6]\''
21.993581,272.363257,'\'(4.8-5.4]\''
16.413953,312.844749,'\'(4.8-5.4]\''
21.993581,272.363257,'\'(4.8-5.4]\''
33.551037,421.965682,'\'(4.8-5.4]\''
5.095693,327.863361,'\'(5.4-6]\''
4.923354,314.013883,'\'(6.6-7.2]\''
10.653845,163.659749,'\'(5.4-6]\''
5.028836,220.592259,'\'(6.6-7.2]\''
6.556678,186.105395,'\'(4.8-5.4]\''
13.413694,298.602095,'\'(6.6-7.2]\''
26.462445,341.790782,'\'(5.4-6]\''
5.225251,314.325652,'\'(3.6-4.2]\''
5.082876,305.526834,'\'(4.8-5.4]\''
4.736466,296.86658,'\'(4.8-5.4]\''
26.462445,341.790782,'\'(5.4-6]\''
10.192426,279.268944,'\'(5.4-6]\''
19.878747,322.739955,'\'(5.4-6]\''
6.23954,180.76375,'\'(6.6-7.2]\''
15.754388,350.478749,'\'(4.8-5.4]\''
6.398196,211.90256,'\'(5.4-6]\''
16.8629,247.15499,'\'(5.4-6]\''
26.237798,345.197726,'\'(5.4-6]\''
26.11032,237.829628,'\'(5.4-6]\''
14.831897,249.936664,'\'(6.6-7.2]\''
16.931143,243.032709,'\'(6.6-7.2]\''
5.200309,282.772883,'\'(5.4-6]\''
10.937035,291.448725,'\'(5.4-6]\''
29.87372,287.948251,'\'(4.8-5.4]\''
29.87372,287.948251,'\'(4.8-5.4]\''
14.988821,267.33165,'\'(4.8-5.4]\''
30.189126,286.547022,'\'(4.8-5.4]\''
5.705375,243.098527,'\'(5.4-6]\''
4.420367,135.778927,'\'(5.4-6]\''
26.42867,430.073412,'\'(5.4-6]\''
30.845573,179.532262,'\'(5.4-6]\''
27.22628,369.732226,'\'(4.8-5.4]\''
30.845573,179.532262,'\'(5.4-6]\''
27.22628,369.732226,'\'(4.8-5.4]\''
27.22628,369.732226,'\'(4.8-5.4]\''
15.960502,215.378786,'\'(4.8-5.4]\''
30.845573,179.532262,'\'(5.4-6]\''
3.486618,185.426431,'\'(4.8-5.4]\''
25.996004,309.101787,'\'(4.8-5.4]\''
33.341978,321.20709,'\'(4.8-5.4]\''
4.664759,194.744865,'\'(4.8-5.4]\''
27.22628,369.732226,'\'(4.8-5.4]\''
26.169382,342.002092,'\'(4.8-5.4]\''
33.965516,246.567825,'\'(4.8-5.4]\''
33.965516,246.567825,'\'(4.8-5.4]\''
13.74417,279.719277,'\'(4.8-5.4]\''
20.138382,367.833898,'\'(5.4-6]\''
16.916247,288.744994,'\'(5.4-6]\''
16.916247,288.744994,'\'(5.4-6]\''
17.333672,154.954461,'\'(5.4-6]\''
5.542563,180.722181,'\'(6.6-7.2]\''
26.619542,288.045245,'\'(5.4-6]\''
15.924822,204.969161,'\'(4.8-5.4]\''
20.868441,317.640798,'\'(5.4-6]\''
4.266388,184.134321,'\'(4.8-5.4]\''
20.138382,367.833898,'\'(5.4-6]\''
16.916247,288.744994,'\'(5.4-6]\''
5.61756,208.516401,'\'(4.8-5.4]\''
6.913654,274.233872,'\'(6.6-7.2]\''
12.213383,170.430335,'\'(6.6-7.2]\''
18.423132,218.934686,'\'(4.8-5.4]\''
16.377926,312.470626,'\'(4.8-5.4]\''
4.421233,123.496955,'\'(5.4-6]\''
16.911571,194.519698,'\'(5.4-6]\''
5.880832,265.608259,'\'(5.4-6]\''
8.297563,234.403632,'\'(5.4-6]\''
12.213383,170.430335,'\'(6.6-7.2]\''
16.377926,312.470626,'\'(4.8-5.4]\''
4.421233,123.496955,'\'(5.4-6]\''
27.174318,307.151498,'\'(5.4-6]\''
26.326133,328.308499,'\'(5.4-6]\''
21.525235,274.325671,'\'(6.6-7.2]\''
18.423132,218.934686,'\'(4.8-5.4]\''
10.540049,220.394805,'\'(4.8-5.4]\''
5.130854,102.707149,'\'(4.8-5.4]\''
5.114746,184.27635,'\'(3.6-4.2]\''
5.14956,169.366856,'\'(5.4-6]\''
5.132413,167.624413,'\'(5.4-6]\''
4.975489,293.291627,'\'(4.8-5.4]\''
14.053514,334.921469,'\'(5.4-6]\''
19.098631,298.546669,'\'(4.8-5.4]\''
20.502978,395.57096,'\'(5.4-6]\''
5.56404,533.068081,'\'(-inf-3.6]\''
12.860131,161.551843,'\'(5.4-6]\''
17.22767,316.50284,'\'(4.8-5.4]\''
5.113707,151.381241,'\'(5.4-6]\''
19.098631,298.546669,'\'(4.8-5.4]\''
20.502978,395.57096,'\'(5.4-6]\''
10.1564,298.518957,'\'(6.6-7.2]\''
4.404259,146.152179,'\'(4.8-5.4]\''
15.442792,248.327588,'\'(4.8-5.4]\''
28.700255,444.482342,'\'(4.8-5.4]\''
15.442792,248.327588,'\'(4.8-5.4]\''
28.700255,444.482342,'\'(4.8-5.4]\''
22.5804,338.583024,'\'(4.8-5.4]\''
4.35299,342.029805,'\'(4.8-5.4]\''
15.753695,263.876208,'\'(5.4-6]\''
23.069531,274.332599,'\'(5.4-6]\''
4.35299,342.029805,'\'(4.8-5.4]\''
4.683292,234.443469,'\'(6.6-7.2]\''
14.09058,277.983762,'\'(4.8-5.4]\''
31.747798,379.606647,'\'(4.8-5.4]\''
4.947776,321.305817,'\'(3.6-4.2]\''
16.545415,246.62325,'\'(6.6-7.2]\''
9.83112,298.647128,'\'(5.4-6]\''
31.747798,379.606647,'\'(4.8-5.4]\''
21.438112,293.31068,'\'(4.8-5.4]\''
4.197972,109.737543,'\'(4.8-5.4]\''
14.751184,154.807237,'\'(5.4-6]\''
31.439667,413.277715,'\'(5.4-6]\''
3.988913,158.195128,'\'(4.8-5.4]\''
3.988913,158.195128,'\'(4.8-5.4]\''
4.790679,213.923863,'\'(4.8-5.4]\''
4.981032,172.375428,'\'(4.8-5.4]\''
31.439667,413.277715,'\'(5.4-6]\''
14.403388,300.451925,'\'(4.8-5.4]\''
25.249663,282.940892,'\'(5.4-6]\''
16.271058,198.054814,'\'(5.4-6]\''
18.26794,322.843878,'\'(6.6-7.2]\''
4.682426,246.569557,'\'(5.4-6]\''
7.781585,284.627909,'\'(6.6-7.2]\''
6.79726,201.725029,'\'(5.4-6]\''
7.781585,284.627909,'\'(6.6-7.2]\''
9.970204,230.962047,'\'(4.8-5.4]\''
33.967422,241.350888,'\'(4.8-5.4]\''
33.967422,241.350888,'\'(4.8-5.4]\''
15.841163,341.903365,'\'(5.4-6]\''
14.492589,361.006154,'\'(4.8-5.4]\''
13.105736,248.234058,'\'(5.4-6]\''
4.249067,178.927777,'\'(5.4-6]\''
24.765555,319.63612,'\'(5.4-6]\''
26.845055,368.677407,'\'(7.8-8.4]\''
26.845055,368.677407,'\'(7.8-8.4]\''
26.845055,368.677407,'\'(7.8-8.4]\''
26.845055,368.677407,'\'(7.8-8.4]\''
26.845055,368.677407,'\'(7.8-8.4]\''
31.576325,314.590656,'\'(5.4-6]\''
5.722176,262.331219,'\'(5.4-6]\''
15.545849,305.400395,'\'(4.8-5.4]\''
20.294439,348.770947,'\'(5.4-6]\''
7.952192,177.247687,'\'(6.6-7.2]\''
4.094395,191.086773,'\'(3.6-4.2]\''
26.845055,368.677407,'\'(7.8-8.4]\''
13.121497,178.984934,'\'(4.8-5.4]\''
11.193552,312.241995,'\'(5.4-6]\''
27.59053,291.630591,'\'(5.4-6]\''
22.829122,295.202079,'\'(5.4-6]\''
27.59053,291.630591,'\'(5.4-6]\''
22.829122,295.202079,'\'(5.4-6]\''
22.829122,295.202079,'\'(5.4-6]\''
32.233812,341.846208,'\'(5.4-6]\''
4.299297,251.372534,'\'(4.8-5.4]\''
4.108771,254.815851,'\'(4.8-5.4]\''
5.098118,267.423449,'\'(5.4-6]\''
11.193552,312.241995,'\'(5.4-6]\''
6.415689,308.916458,'\'(5.4-6]\''
27.59053,291.630591,'\'(5.4-6]\''
22.829122,295.202079,'\'(5.4-6]\''
4.853899,146.095022,'\'(5.4-6]\''
5.516235,276.146056,'\'(4.8-5.4]\''
15.62916,170.371446,'\'(6.6-7.2]\''
6.151898,165.575397,'\'(5.4-6]\''
5.516235,276.146056,'\'(4.8-5.4]\''
4.940502,278.035724,'\'(4.8-5.4]\''
31.034713,230.823483,'\'(5.4-6]\''
16.269153,123.540256,'\'(4.8-5.4]\''
16.253565,146.216265,'\'(5.4-6]\''
10.428678,191.137003,'\'(6.6-7.2]\''
16.269153,123.540256,'\'(4.8-5.4]\''
5.944745,236.232678,'\'(6.6-7.2]\''
31.034713,230.823483,'\'(5.4-6]\''
13.395161,282.999781,'\'(5.4-6]\''
4.80263,246.524523,'\'(5.4-6]\''
15.565075,373.135705,'\'(5.4-6]\''
4.80263,246.524523,'\'(5.4-6]\''
23.900742,330.073458,'\'(4.8-5.4]\''
5.204466,259.582455,'\'(4.8-5.4]\''
5.356367,104.925906,'\'(4.8-5.4]\''
16.014195,312.108627,'\'(4.8-5.4]\''
14.611927,260.460604,'\'(5.4-6]\''
15.565075,373.135705,'\'(5.4-6]\''
6.417421,251.916398,'\'(5.4-6]\''
13.431015,277.651209,'\'(4.8-5.4]\''
4.488783,175.325111,'\'(5.4-6]\''
24.298421,317.621745,'\'(4.8-5.4]\''
5.1144,215.463656,'\'(4.8-5.4]\''
4.109464,125.223809,'\'(4.8-5.4]\''
4.353336,269.101806,'\'(5.4-6]\''
13.431015,277.651209,'\'(4.8-5.4]\''
10.158305,180.651167,'\'(4.8-5.4]\''
3.364682,123.654571,'\'(4.8-5.4]\''
20.866016,368.02962,'\'(5.4-6]\''
10.158305,180.651167,'\'(4.8-5.4]\''
10.504542,180.649435,'\'(5.4-6]\''
6.983629,185.970295,'\'(5.4-6]\''
23.618938,199.314015,'\'(5.4-6]\''
3.364682,123.654571,'\'(4.8-5.4]\''
18.408582,219.062858,'\'(4.8-5.4]\''
13.917894,271.052095,'\'(4.8-5.4]\''
14.610715,269.31658,'\'(4.8-5.4]\''
16.776298,298.382125,'\'(6.6-7.2]\''
21.615474,213.759318,'\'(-inf-3.6]\''
33.6366,253.419818,'\'(4.8-5.4]\''
33.6366,253.419818,'\'(4.8-5.4]\''
9.321551,175.48446,'\'(4.8-5.4]\''
9.321551,175.48446,'\'(4.8-5.4]\''
10.189828,269.020399,'\'(5.4-6]\''
33.6366,253.419818,'\'(4.8-5.4]\''
10.743218,262.130301,'\'(6.6-7.2]\''
16.743042,393.892602,'\'(4.8-5.4]\''
4.941887,293.582612,'\'(4.8-5.4]\''
22.407368,387.078714,'\'(4.8-5.4]\''
5.408329,166.910808,'\'(5.4-6]\''
4.921449,229.145126,'\'(4.8-5.4]\''
6.505583,213.750658,'\'(4.8-5.4]\''
10.69576,312.326866,'\'(5.4-6]\''
5.323285,220.542029,'\'(4.8-5.4]\''
9.671599,246.541844,'\'(4.8-5.4]\''
9.844804,253.470047,'\'(4.8-5.4]\''
4.45241,180.495283,'\'(5.4-6]\''
4.919197,218.723376,'\'(6.6-7.2]\''
4.494325,300.263132,'\'(5.4-6]\''
11.180388,243.006728,'\'(5.4-6]\''
11.891048,284.598464,'\'(4.8-5.4]\''
11.406074,327.93784,'\'(4.8-5.4]\''
10.69576,312.326866,'\'(5.4-6]\''
6.505583,213.750658,'\'(4.8-5.4]\''
5.048582,215.396106,'\'(4.8-5.4]\''
6.03637,343.716823,'\'(5.4-6]\''
4.664586,206.706407,'\'(5.4-6]\''
14.577286,203.280411,'\'(3.6-4.2]\''
5.048582,215.396106,'\'(4.8-5.4]\''
20.50038,164.866988,'\'(4.8-5.4]\''
21.505489,206.730656,'\'(5.4-6]\''
20.811976,192.862125,'\'(4.8-5.4]\''
5.048582,260.453676,'\'(5.4-6]\''
5.048582,260.453676,'\'(5.4-6]\''
4.873991,175.57799,'\'(4.8-5.4]\''
4.857017,265.62558,'\'(5.4-6]\''
5.012901,225.765895,'\'(5.4-6]\''
5.048582,260.453676,'\'(5.4-6]\''
15.911312,298.318039,'\'(4.8-5.4]\''
15.390657,305.247974,'\'(4.8-5.4]\''
6.448772,161.207165,'\'(4.8-5.4]\''
28.80158,236.566963,'\'(4.8-5.4]\''
28.80158,236.566963,'\'(4.8-5.4]\''
17.838045,253.655377,'\'(4.8-5.4]\''
12.705112,224.110054,'\'(4.8-5.4]\''
23.604908,251.798618,'\'(4.8-5.4]\''
25.045455,283.044815,'\'(5.4-6]\''
13.847919,265.597867,'\'(4.8-5.4]\''
23.604908,251.798618,'\'(4.8-5.4]\''
6.305704,147.903283,'\'(5.4-6]\''
21.474139,411.097063,'\'(4.8-5.4]\''
4.57885,222.059306,'\'(4.8-5.4]\''
13.847919,265.597867,'\'(4.8-5.4]\''
12.705112,224.110054,'\'(4.8-5.4]\''
28.874153,406.21268,'\'(4.8-5.4]\''
19.965696,244.873879,'\'(5.4-6]\''
25.045455,283.044815,'\'(5.4-6]\''
20.796561,322.764204,'\'(5.4-6]\''
31.783306,239.542627,'\'(4.8-5.4]\''
31.783306,239.542627,'\'(4.8-5.4]\''
31.783306,239.542627,'\'(4.8-5.4]\''
5.271323,161.427135,'\'(4.8-5.4]\''
20.796561,322.764204,'\'(5.4-6]\''
31.783306,239.542627,'\'(4.8-5.4]\''
4.261191,118.305998,'\'(3.6-4.2]\''
4.352644,203.273483,'\'(4.8-5.4]\''
7.640769,218.863672,'\'(5.4-6]\''
4.943446,211.990894,'\'(3.6-4.2]\''
20.726932,267.335114,'\'(4.8-5.4]\''
10.689871,189.339134,'\'(6.6-7.2]\''
24.124004,300.304701,'\'(4.8-5.4]\''
20.726932,267.335114,'\'(4.8-5.4]\''
10.689871,189.339134,'\'(6.6-7.2]\''
23.150071,282.788471,'\'(4.8-5.4]\''
22.99921,301.95881,'\'(4.8-5.4]\''
5.327442,596.591044,'\'(4.8-5.4]\''
6.312979,253.059551,'\'(5.4-6]\''
4.818219,199.923697,'\'(4.8-5.4]\''
5.425303,249.900291,'\'(4.8-5.4]\''
31.557619,274.315279,'\'(5.4-6]\''
31.557619,274.315279,'\'(5.4-6]\''
5.822116,281.111846,'\'(5.4-6]\''
14.400097,205.007266,'\'(5.4-6]\''
14.474056,388.523245,'\'(4.8-5.4]\''
12.566029,229.354704,'\'(5.4-6]\''
14.474056,388.523245,'\'(4.8-5.4]\''
17.344757,177.327362,'\'(4.8-5.4]\''
25.698784,183.070842,'\'(4.8-5.4]\''
28.8383,203.353157,'\'(4.8-5.4]\''
28.8383,203.353157,'\'(4.8-5.4]\''
25.49267,311.019167,'\'(4.8-5.4]\''
6.949681,154.770864,'\'(6.6-7.2]\''
20.727798,251.793422,'\'(5.4-6]\''
19.584298,286.41885,'\'(5.4-6]\''
14.021644,182.481945,'\'(5.4-6]\''
29.091872,246.366907,'\'(4.8-5.4]\''
25.698784,183.070842,'\'(4.8-5.4]\''
11.140724,172.127745,'\'(5.4-6]\''
7.500646,177.318701,'\'(5.4-6]\''
28.8383,203.353157,'\'(4.8-5.4]\''
5.92881,132.297505,'\'(5.4-6]\''
5.688228,158.385654,'\'(5.4-6]\''
17.406071,324.762991,'\'(3.6-4.2]\''
17.45249,314.133395,'\'(4.8-5.4]\''
8.507834,132.255936,'\'(3.6-4.2]\''
10.326833,159.870022,'\'(5.4-6]\''
4.440978,182.416127,'\'(5.4-6]\''
5.472761,106.349652,'\'(3.6-4.2]\''
19.183156,215.501761,'\'(5.4-6]\''
9.127908,137.36895,'\'(6.6-7.2]\''
6.278338,199.734903,'\'(5.4-6]\''
10.326833,159.870022,'\'(5.4-6]\''
34.776116,225.700077,'\'(4.8-5.4]\''
5.376979,281.248678,'\'(4.8-5.4]\''
5.376979,281.248678,'\'(4.8-5.4]\''
24.419492,397.251049,'\'(6.6-7.2]\''
24.419492,397.251049,'\'(6.6-7.2]\''
24.419492,397.251049,'\'(6.6-7.2]\''
24.419492,397.251049,'\'(6.6-7.2]\''
24.419492,397.251049,'\'(6.6-7.2]\''
15.460286,202.947857,'\'(4.8-5.4]\''
31.748318,283.415474,'\'(4.8-5.4]\''
24.419492,397.251049,'\'(6.6-7.2]\''
24.419492,367.806185,'\'(6.6-7.2]\''
15.460286,202.947857,'\'(4.8-5.4]\''
11.49233,218.758017,'\'(6.6-7.2]\''
31.748318,283.415474,'\'(4.8-5.4]\''
4.508528,184.215728,'\'(5.4-6]\''
19.967428,253.715998,'\'(5.4-6]\''
8.733,197.963015,'\'(5.4-6]\''
21.07265,253.418086,'\'(4.8-5.4]\''
13.570618,244.704138,'\'(4.8-5.4]\''
19.11422,189.280244,'\'(5.4-6]\''
22.528785,163.438046,'\'(6.6-7.2]\''
5.202388,129.950576,'\'(4.8-5.4]\''
4.457433,237.699725,'\'(4.8-5.4]\''
18.907586,156.528896,'\'(5.4-6]\''
23.411611,217.143746,'\'(5.4-6]\''
6.947602,191.32926,'\'(5.4-6]\''
20.867921,251.817671,'\'(4.8-5.4]\''
10.923352,265.814373,'\'(5.4-6]\''
23.411611,217.143746,'\'(5.4-6]\''
18.907586,156.528896,'\'(5.4-6]\''
4.457433,237.699725,'\'(4.8-5.4]\''
4.070666,123.490026,'\'(5.4-6]\''
3.949076,175.50178,'\'(5.4-6]\''
16.257029,324.310925,'\'(4.8-5.4]\''
22.025797,400.916068,'\'(5.4-6]\''
14.767812,272.44986,'\'(4.8-5.4]\''
6.173029,255.167457,'\'(5.4-6]\''
16.257029,324.310925,'\'(4.8-5.4]\''
6.017145,290.011123,'\'(4.8-5.4]\''
5.75803,303.782659,'\'(4.8-5.4]\''
19.636953,308.990936,'\'(4.8-5.4]\''
29.5765,229.262905,'\'(5.4-6]\''
8.889231,239.516646,'\'(6.6-7.2]\''
5.701392,222.275812,'\'(4.8-5.4]\''
4.922142,217.180119,'\'(5.4-6]\''
4.94258,260.358413,'\'(6.6-7.2]\''
4.71776,236.227481,'\'(5.4-6]\''
4.922142,217.180119,'\'(5.4-6]\''
4.648651,185.913138,'\'(5.4-6]\''
5.701392,222.275812,'\'(4.8-5.4]\''
26.219958,279.520091,'\'(5.4-6]\''
4.614357,167.006071,'\'(4.8-5.4]\''
8.959552,224.181068,'\'(5.4-6]\''
14.177182,282.89759,'\'(5.4-6]\''
6.148434,232.765112,'\'(6.6-7.2]\''
5.042693,208.478295,'\'(5.4-6]\''
26.219958,279.520091,'\'(5.4-6]\''
20.915726,272.505286,'\'(6.6-7.2]\''
24.470414,293.385158,'\'(5.4-6]\''
20.915726,272.505286,'\'(6.6-7.2]\''
28.680337,288.086815,'\'(3.6-4.2]\''
23.691511,307.657257,'\'(4.8-5.4]\''
23.570094,311.17332,'\'(4.8-5.4]\''
22.442182,215.470585,'\'(6.6-7.2]\''
18.263956,260.472729,'\'(5.4-6]\''
22.442182,215.470585,'\'(6.6-7.2]\''
18.263956,260.472729,'\'(5.4-6]\''
7.108614,154.782988,'\'(5.4-6]\''
5.101167,284.747421,'\'(4.8-5.4]\''
12.947011,156.658799,'\'(4.8-5.4]\''
17.177441,255.422068,'\'(5.4-6]\''
15.563845,319.09572,'\'(4.8-5.4]\''
27.883074,281.042564,'\'(3.6-4.2]\''
12.963898,262.121641,'\'(5.4-6]\''
17.177441,255.422068,'\'(5.4-6]\''
16.24047,312.153661,'\'(4.8-5.4]\''
15.563845,319.09572,'\'(4.8-5.4]\''
20.865999,293.658822,'\'(4.8-5.4]\''
21.85429,296.989556,'\'(4.8-5.4]\''
22.062344,395.224549,'\'(4.8-5.4]\''
14.434859,244.68855,'\'(6.6-7.2]\''
27.883074,281.042564,'\'(3.6-4.2]\''
12.963898,262.121641,'\'(5.4-6]\''
5.16572,173.788782,'\'(5.4-6]\''
15.374029,322.556358,'\'(4.8-5.4]\''
32.63499,408.07117,'\'(5.4-6]\''
4.648547,175.512172,'\'(6.6-7.2]\''
15.408012,301.802925,'\'(4.8-5.4]\''
15.374029,322.556358,'\'(4.8-5.4]\''
7.93695,298.326699,'\'(5.4-6]\''
4.857814,230.806162,'\'(5.4-6]\''
4.749491,222.376271,'\'(4.8-5.4]\''
5.082686,229.837946,'\'(5.4-6]\''
20.225989,355.64026,'\'(4.8-5.4]\''
5.082686,229.837946,'\'(5.4-6]\''
