@relation winequality-white-weka.filters.supervised.attribute.NominalToBinary-weka.filters.unsupervised.attribute.RandomProjection-P50.0-R42-DSparse1-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-R6-precision6

@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute quality {'\'(-inf-3.6]\'','\'(3.6-4.2]\'','\'(4.2-4.8]\'','\'(4.8-5.4]\'','\'(5.4-6]\'','\'(6-6.6]\'','\'(6.6-7.2]\'','\'(7.2-7.8]\'','\'(7.8-8.4]\'','\'(8.4-inf)\''}

@data
4.17594,215.221169,-9.888313,-194.734472,8.660254,'\'(3.6-4.2]\''
14.761195,135.633435,-11.098323,-114.54052,24.248711,'\'(6.6-7.2]\''
13.42762,248.092029,-11.271425,-227.851284,57.157677,'\'(4.8-5.4]\''
14.257827,225.622134,-10.752987,-202.14765,32.908965,'\'(6.6-7.2]\''
4.866942,132.254204,-9.197311,-109.534893,20.78461,'\'(5.4-6]\''
4.66424,177.259812,-11.617038,-157.737867,25.980762,'\'(5.4-6]\''
14.761195,135.633435,-11.098323,-114.54052,24.248711,'\'(6.6-7.2]\''
4.052791,180.794927,-10.409833,-159.227431,72.746134,'\'(6.6-7.2]\''
9.477782,274.225212,-8.3277,-254.368982,90.066642,'\'(6.6-7.2]\''
33.268955,198.756294,-10.049636,-180.133284,36.373067,'\'(5.4-6]\''
33.268955,198.756294,-10.049636,-180.133284,36.373067,'\'(5.4-6]\''
33.268955,198.756294,-10.049636,-180.133284,36.373067,'\'(5.4-6]\''
4.919128,185.99974,-9.716701,-163.367032,64.08588,'\'(6.6-7.2]\''
4.593589,322.876787,-9.36674,-302.675879,48.497423,'\'(4.8-5.4]\''
8.940881,274.206159,-7.981255,-254.368982,90.066642,'\'(6.6-7.2]\''
9.477782,274.225212,-7.98129,-254.368982,90.066642,'\'(6.6-7.2]\''
15.438323,185.968563,-10.057465,-166.03439,64.08588,'\'(6.6-7.2]\''
3.948348,213.598238,-10.756763,-191.391614,69.282032,'\'(6.6-7.2]\''
4.103904,187.605351,-9.717862,-165.549416,95.262794,'\'(6.6-7.2]\''
22.646426,237.848681,-9.708283,-217.943953,93.530744,'\'(5.4-6]\''
4.556038,293.189436,-8.33042,-270.442413,112.583302,'\'(6.6-7.2]\''
19.187434,392.193461,-9.703174,-374.174936,84.87049,'\'(5.4-6]\''
24.589129,153.024957,-10.051888,-134.66695,55.425626,'\'(5.4-6]\''
4.906969,242.970355,-9.71154,-223.417234,50.229473,'\'(6.6-7.2]\''
14.610195,237.772471,-9.707798,-218.238402,48.497423,'\'(5.4-6]\''
14.482803,211.824618,-10.406767,-188.447128,64.08588,'\'(6.6-7.2]\''
5.402613,119.939322,-11.103831,-97.237332,53.693575,'\'(5.4-6]\''
17.799039,290.180864,-9.879133,-272.157143,60.621778,'\'(4.8-5.4]\''
14.61165,262.036771,-9.359933,-244.565574,71.014083,'\'(4.8-5.4]\''
4.454211,156.277748,-10.060375,-135.550296,51.961524,'\'(5.4-6]\''
26.929926,258.584793,-10.395769,-241.34396,46.765372,'\'(5.4-6]\''
26.929926,258.584793,-10.395769,-241.34396,46.765372,'\'(5.4-6]\''
17.799039,290.180864,-9.879133,-272.157143,60.621778,'\'(4.8-5.4]\''
4.454211,156.277748,-10.060375,-135.550296,51.961524,'\'(5.4-6]\''
5.148105,197.845236,-10.059301,-177.795015,53.693575,'\'(5.4-6]\''
26.929926,258.584793,-10.395769,-241.34396,46.765372,'\'(5.4-6]\''
14.61165,262.036771,-9.359933,-244.565574,71.014083,'\'(4.8-5.4]\''
4.311317,165.128528,-10.757525,-142.270653,19.052559,'\'(5.4-6]\''
23.223233,326.753117,-11.608308,-308.582172,114.315353,'\'(4.8-5.4]\''
3.845984,203.292535,-10.408794,-182.03854,34.641016,'\'(4.8-5.4]\''
23.966837,204.873898,-10.570256,-186.091539,83.138439,'\'(6.6-7.2]\''
47.342058,211.848866,-10.040785,-192.222999,46.765372,'\'(5.4-6]\''
10.310517,291.504151,-9.192375,-271.152554,187.061487,'\'(6.6-7.2]\''
23.966837,204.873898,-10.570256,-186.091539,83.138439,'\'(6.6-7.2]\''
4.311317,165.128528,-10.757525,-142.270653,19.052559,'\'(5.4-6]\''
47.342058,211.848866,-10.040785,-192.222999,46.765372,'\'(5.4-6]\''
12.76615,161.615929,-9.71587,-138.442821,20.78461,'\'(6.6-7.2]\''
23.223233,326.753117,-11.608308,-308.582172,114.315353,'\'(4.8-5.4]\''
3.845984,203.292535,-10.408794,-182.03854,34.641016,'\'(4.8-5.4]\''
11.768575,317.514358,-9.362445,-299.766033,105.655099,'\'(4.8-5.4]\''
11.24896,314.050256,-9.362445,-296.301932,98.726896,'\'(5.4-6]\''
11.941797,298.463531,-9.362427,-280.713474,105.655099,'\'(5.4-6]\''
16.010419,215.269667,-9.710535,-195.409972,36.373067,'\'(5.4-6]\''
16.010419,215.269667,-9.710535,-195.409972,36.373067,'\'(5.4-6]\''
33.098902,217.467639,-9.526868,-200.45024,58.889727,'\'(5.4-6]\''
16.010419,215.269667,-9.710535,-195.409972,36.373067,'\'(5.4-6]\''
17.432087,270.703953,-11.4412,-250.489188,98.726896,'\'(6.6-7.2]\''
4.311386,166.311519,-8.332585,-144.141268,57.157677,'\'(5.4-6]\''
4.816643,115.025494,-9.542058,-93.444141,20.78461,'\'(6.6-7.2]\''
10.625681,220.590527,-13.345902,-199.722779,39.837169,'\'(6.6-7.2]\''
6.426047,154.731027,-9.370256,-131.358733,58.889727,'\'(6.6-7.2]\''
8.683602,172.056731,-9.883983,-153.39042,55.425626,'\'(5.4-6]\''
10.778258,225.819588,-10.058313,-205.144098,72.746134,'\'(5.4-6]\''
12.287134,264.05461,-8.670681,-243.560985,96.994845,'\'(5.4-6]\''
12.287134,264.05461,-8.670681,-243.560985,96.994845,'\'(5.4-6]\''
10.778258,225.819588,-10.058313,-205.144098,72.746134,'\'(5.4-6]\''
5.578589,230.840803,-9.369009,-209.682071,51.961524,'\'(6.6-7.2]\''
11.036022,241.307586,-8.501512,-220.420786,86.60254,'\'(5.4-6]\''
9.891326,126.874454,-10.754719,-104.408023,17.320508,'\'(6.6-7.2]\''
7.67198,165.024605,-9.371399,-141.577833,53.693575,'\'(6.6-7.2]\''
13.670107,239.51145,-10.925014,-219.156389,51.961524,'\'(4.8-5.4]\''
5.127875,218.939882,-10.408621,-196.120113,58.889727,'\'(5.4-6]\''
9.686581,212.413515,-10.232004,-192.27496,10.392305,'\'(3.6-4.2]\''
32.768946,329.488025,-9.181324,-313.016222,88.334591,'\'(5.4-6]\''
4.716478,189.427469,-9.711505,-171.282504,29.444864,'\'(5.4-6]\''
32.768946,329.488025,-9.181324,-313.016222,88.334591,'\'(5.4-6]\''
14.748378,189.429201,-10.05459,-170.018107,29.444864,'\'(5.4-6]\''
12.037753,225.682756,-10.063215,-202.182291,46.765372,'\'(6.6-7.2]\''
16.927991,331.35864,-10.576976,-308.893941,43.30127,'\'(6.6-7.2]\''
22.282072,222.577189,-8.150061,-202.927073,84.87049,'\'(7.8-8.4]\''
11.591923,258.669664,-8.326661,-238.64196,71.014083,'\'(6.6-7.2]\''
6.665901,222.041985,-7.640838,-197.921446,58.889727,'\'(7.8-8.4]\''
9.646588,199.726243,-8.3321,-175.681913,79.674337,'\'(7.8-8.4]\''
4.474684,264.032093,-9.884017,-245.137151,45.033321,'\'(5.4-6]\''
5.04491,131.93031,-8.846138,-112.791149,19.052559,'\'(3.6-4.2]\''
4.502362,251.743193,-9.54457,-228.73463,102.190998,'\'(5.4-6]\''
12.522312,269.463804,-6.945939,-245.535522,93.530744,'\'(7.8-8.4]\''
6.665901,222.041985,-7.640838,-197.921446,58.889727,'\'(7.8-8.4]\''
22.439117,263.787874,-10.054157,-244.115241,105.655099,'\'(6.6-7.2]\''
9.646588,199.726243,-8.3321,-175.681913,79.674337,'\'(7.8-8.4]\''
21.224585,142.530461,-9.536637,-122.005659,3.464102,'\'(4.8-5.4]\''
5.038813,177.273668,-8.505824,-153.719509,71.014083,'\'(6.6-7.2]\''
22.129634,268.855855,-9.01264,-251.285931,105.655099,'\'(5.4-6]\''
12.95697,165.090423,-10.061985,-141.647115,50.229473,'\'(6.6-7.2]\''
5.332794,128.72948,-10.931163,-105.048881,45.033321,'\'(7.8-8.4]\''
4.308338,161.65057,-7.642813,-136.832014,43.30127,'\'(6.6-7.2]\''
3.799011,194.427899,-9.710985,-177.2754,45.033321,'\'(4.8-5.4]\''
6.204206,287.934394,-7.98129,-268.762324,72.746134,'\'(5.4-6]\''
4.308338,161.65057,-7.469608,-136.832014,43.30127,'\'(6.6-7.2]\''
16.9269,293.776602,-10.231657,-270.823464,50.229473,'\'(5.4-6]\''
34.728381,192.837877,-10.737953,-176.305452,32.908965,'\'(4.8-5.4]\''
18.817762,182.397074,-10.57514,-163.037943,32.908965,'\'(6.6-7.2]\''
24.781178,317.751649,-10.050363,-297.94738,137.698039,'\'(5.4-6]\''
18.10388,211.807297,-10.405676,-189.070666,64.08588,'\'(7.8-8.4]\''
4.556298,212.160635,-9.36939,-190.438986,67.549981,'\'(6.6-7.2]\''
24.781178,317.751649,-10.050363,-297.94738,137.698039,'\'(5.4-6]\''
16.093593,211.878311,-10.060375,-188.395166,57.157677,'\'(6.6-7.2]\''
24.781178,317.751649,-10.050363,-297.94738,137.698039,'\'(5.4-6]\''
5.134457,307.36454,-11.441269,-288.73287,46.765372,'\'(4.8-5.4]\''
22.973957,170.260594,-8.670612,-150.445933,67.549981,'\'(4.8-5.4]\''
6.653292,322.83695,-10.580613,-299.540867,71.014083,'\'(5.4-6]\''
18.10388,211.807297,-10.405676,-189.070666,64.08588,'\'(7.8-8.4]\''
9.753178,260.270079,-7.983022,-239.352101,64.08588,'\'(6.6-7.2]\''
17.41248,194.486789,-11.097076,-173.53417,39.837169,'\'(5.4-6]\''
18.817762,182.397074,-10.57514,-163.037943,32.908965,'\'(6.6-7.2]\''
16.093593,211.878311,-10.060375,-188.395166,57.157677,'\'(6.6-7.2]\''
34.728381,192.837877,-10.737953,-176.305452,32.908965,'\'(4.8-5.4]\''
4.661157,253.664037,-9.368455,-232.649064,105.655099,'\'(5.4-6]\''
4.556298,212.160635,-9.36939,-190.438986,67.549981,'\'(6.6-7.2]\''
24.781178,316.019598,-10.050363,-296.215329,137.698039,'\'(5.4-6]\''
4.381413,166.928129,-9.197865,-144.903371,55.425626,'\'(5.4-6]\''
5.134457,307.36454,-11.441269,-288.73287,46.765372,'\'(4.8-5.4]\''
4.786418,251.746657,-10.403667,-232.752988,41.569219,'\'(4.8-5.4]\''
33.548161,241.222716,-9.701147,-223.954169,39.837169,'\'(4.8-5.4]\''
24.956843,312.392684,-11.260339,-295.089496,45.033321,'\'(5.4-6]\''
24.956843,312.392684,-11.260339,-295.089496,45.033321,'\'(5.4-6]\''
24.956843,312.392684,-11.260339,-295.089496,45.033321,'\'(5.4-6]\''
24.956843,312.392684,-11.260339,-295.089496,45.033321,'\'(5.4-6]\''
4.034795,137.484997,-9.717688,-115.700994,77.942286,'\'(5.4-6]\''
5.231036,198.269588,-9.889768,-174.86785,50.229473,'\'(5.4-6]\''
22.963287,317.914462,-11.608447,-300.562777,105.655099,'\'(4.8-5.4]\''
4.299054,244.442598,-9.886442,-225.963348,91.798693,'\'(4.8-5.4]\''
3.597851,15.778983,-6.430724,8.556331,8.660254,'\'(4.8-5.4]\''
24.956843,312.392684,-11.260339,-295.089496,45.033321,'\'(5.4-6]\''
20.397773,275.78579,-9.185654,-258.525904,98.726896,'\'(4.8-5.4]\''
20.13949,329.572896,-9.703745,-312.96426,77.942286,'\'(4.8-5.4]\''
4.144313,165.112939,-13.00299,-146.60078,58.889727,'\'(3.6-4.2]\''
15.202418,340.202491,-9.531268,-322.888912,34.641016,'\'(5.4-6]\''
4.245326,315.754594,-10.061414,-295.22806,50.229473,'\'(4.8-5.4]\''
8.025856,206.621537,-9.190729,-189.278512,34.641016,'\'(5.4-6]\''
33.548161,241.222716,-9.701147,-223.954169,39.837169,'\'(4.8-5.4]\''
16.360259,347.255402,-9.707106,-329.124294,93.530744,'\'(4.8-5.4]\''
6.514156,263.780946,-9.195544,-241.621088,69.282032,'\'(6.6-7.2]\''
5.58382,239.539163,-11.615444,-220.975042,48.497423,'\'(4.8-5.4]\''
5.58382,232.612691,-11.615444,-214.046839,50.229473,'\'(4.8-5.4]\''
14.156034,260.354949,-8.15278,-240.33937,79.674337,'\'(6.6-7.2]\''
4.365599,211.97011,-7.637513,-190.594871,50.229473,'\'(5.4-6]\''
18.485382,210.111619,-9.712406,-188.031436,22.51666,'\'(5.4-6]\''
7.222998,192.794575,-6.598767,-172.096568,38.105118,'\'(6.6-7.2]\''
14.156034,260.354949,-8.15278,-240.33937,79.674337,'\'(6.6-7.2]\''
11.639589,130.523885,-9.023777,-105.810984,36.373067,'\'(6.6-7.2]\''
4.681612,219.024753,-11.270576,-199.618856,19.052559,'\'(4.8-5.4]\''
38.105499,319.104381,-9.006283,-302.190904,100.458947,'\'(5.4-6]\''
20.011803,288.041781,-10.403009,-266.822427,88.334591,'\'(5.4-6]\''
4.681612,219.024753,-11.270576,-199.618856,19.052559,'\'(4.8-5.4]\''
5.074112,201.55702,-9.544397,-178.089464,67.549981,'\'(5.4-6]\''
24.923103,217.081392,-8.661363,-200.831291,48.497423,'\'(4.8-5.4]\''
5.626394,129.245631,-8.853551,-104.390702,58.889727,'\'(5.4-6]\''
16.405015,153.296889,-9.541106,-129.055106,31.176915,'\'(3.6-4.2]\''
5.7387,209.382426,-10.577219,-191.027884,112.583302,'\'(4.8-5.4]\''
4.454384,234.197518,-7.98174,-215.553723,31.176915,'\'(5.4-6]\''
27.674569,258.648879,-10.395908,-241.811613,50.229473,'\'(6.6-7.2]\''
27.674569,258.648879,-10.395908,-241.811613,50.229473,'\'(6.6-7.2]\''
27.674569,258.648879,-10.395908,-241.811613,50.229473,'\'(6.6-7.2]\''
27.674569,258.648879,-10.395908,-241.811613,50.229473,'\'(6.6-7.2]\''
27.674569,258.648879,-10.395908,-241.811613,50.229473,'\'(6.6-7.2]\''
27.674569,258.648879,-10.395908,-241.811613,50.229473,'\'(6.6-7.2]\''
27.674569,258.648879,-10.395908,-241.811613,50.229473,'\'(6.6-7.2]\''
5.318141,210.132404,-11.101701,-188.273923,77.942286,'\'(4.8-5.4]\''
20.605412,336.658715,-10.051888,-319.701938,116.047404,'\'(5.4-6]\''
23.811507,232.623084,-9.010856,-215.623005,81.406388,'\'(4.8-5.4]\''
14.001448,248.273895,-9.190712,-227.608797,69.282032,'\'(5.4-6]\''
27.674569,258.648879,-10.395908,-241.811613,50.229473,'\'(6.6-7.2]\''
7.140258,187.527409,-7.80734,-168.874954,17.320508,'\'(4.8-5.4]\''
4.73224,319.355528,-9.539859,-299.367662,43.30127,'\'(4.8-5.4]\''
4.714902,317.609621,-9.713081,-297.635611,41.569219,'\'(4.8-5.4]\''
5.611031,225.471446,-7.639158,-200.623445,50.229473,'\'(7.8-8.4]\''
15.090978,215.354537,-11.790451,-195.046241,81.406388,'\'(5.4-6]\''
7.140258,187.527409,-7.80734,-168.874954,17.320508,'\'(4.8-5.4]\''
4.73224,319.355528,-9.539859,-299.367662,43.30127,'\'(4.8-5.4]\''
4.714902,317.609621,-9.713081,-297.635611,41.569219,'\'(4.8-5.4]\''
15.090978,215.354537,-11.790451,-195.046241,81.406388,'\'(5.4-6]\''
10.932462,175.519101,-11.792044,-155.209073,53.693575,'\'(5.4-6]\''
6.531079,170.274451,-8.849533,-149.874356,38.105118,'\'(6.6-7.2]\''
12.890684,69.931551,-11.098219,-49.502012,17.320508,'\'(4.8-5.4]\''
6.808415,139.009202,-9.888555,-118.004622,38.105118,'\'(4.8-5.4]\''
5.611031,225.471446,-7.639158,-200.623445,50.229473,'\'(7.8-8.4]\''
24.365694,322.513057,-10.223361,-305.031468,102.190998,'\'(4.8-5.4]\''
24.365694,322.513057,-10.223361,-305.031468,102.190998,'\'(4.8-5.4]\''
24.365694,322.513057,-10.223361,-305.031468,102.190998,'\'(4.8-5.4]\''
25.955942,232.657725,-9.187369,-213.07689,91.798693,'\'(5.4-6]\''
24.365694,322.513057,-10.223361,-305.031468,102.190998,'\'(4.8-5.4]\''
6.410216,248.24445,-11.100818,-225.772823,25.980762,'\'(3.6-4.2]\''
19.183017,217.064071,-8.841565,-198.111971,105.655099,'\'(5.4-6]\''
25.955942,232.657725,-9.187369,-213.07689,91.798693,'\'(5.4-6]\''
4.169739,173.428515,-6.950027,-149.181536,112.583302,'\'(4.8-5.4]\''
23.361797,430.293382,-9.876258,-411.743118,105.655099,'\'(4.8-5.4]\''
12.767328,178.917384,-9.541487,-156.715957,71.014083,'\'(5.4-6]\''
15.592372,234.433077,-10.232506,-211.535365,50.229473,'\'(4.8-5.4]\''
12.767328,178.917384,-9.541487,-156.715957,71.014083,'\'(5.4-6]\''
4.660931,173.762801,-9.195475,-152.472433,65.817931,'\'(6.6-7.2]\''
15.833265,168.826456,-9.541279,-144.799448,53.693575,'\'(6.6-7.2]\''
23.361797,430.293382,-9.876258,-411.743118,105.655099,'\'(4.8-5.4]\''
14.000825,196.258677,-11.096591,-176.513298,53.693575,'\'(5.4-6]\''
18.175795,166.82767,-11.442274,-146.722024,39.837169,'\'(5.4-6]\''
16.879701,340.347984,-9.360869,-322.196091,90.066642,'\'(4.8-5.4]\''
32.333509,243.065618,-9.530159,-224.144695,50.229473,'\'(5.4-6]\''
6.92758,173.788782,-7.985378,-149.64919,19.052559,'\'(6.6-7.2]\''
24.73036,316.128717,-11.088451,-299.402303,106.521125,'\'(4.8-5.4]\''
16.689193,348.978793,-9.360851,-330.856345,93.530744,'\'(4.8-5.4]\''
16.6545,350.85114,-9.707313,-332.588396,91.798693,'\'(4.8-5.4]\''
16.827584,331.803777,-9.707435,-313.553158,90.066642,'\'(5.4-6]\''
16.879701,340.347984,-9.360869,-322.196091,90.066642,'\'(4.8-5.4]\''
16.446446,342.168369,-9.534316,-323.945463,79.674337,'\'(4.8-5.4]\''
22.681621,230.956851,-10.054139,-211.34484,91.798693,'\'(5.4-6]\''
22.960239,294.983841,-9.186624,-276.348706,109.119201,'\'(5.4-6]\''
5.442519,196.580838,-7.807669,-177.569849,38.105118,'\'(4.8-5.4]\''
32.333509,243.065618,-9.530159,-224.144695,50.229473,'\'(5.4-6]\''
26.30469,165.144116,-9.704646,-147.588049,57.157677,'\'(5.4-6]\''
20.622784,158.150095,-10.398246,-140.694487,22.51666,'\'(4.8-5.4]\''
5.85738,239.797238,-11.965423,-219.242991,36.373067,'\'(4.8-5.4]\''
6.013092,307.130713,-10.40675,-285.840345,36.373067,'\'(4.8-5.4]\''
4.490203,85.452459,-12.31069,-65.765969,12.124356,'\'(4.8-5.4]\''
4.141489,99.303669,-12.659403,-78.790991,34.641016,'\'(5.4-6]\''
5.85738,239.797238,-11.965423,-219.242991,36.373067,'\'(4.8-5.4]\''
13.393568,192.919283,-10.75122,-172.858671,27.712813,'\'(5.4-6]\''
4.490203,85.452459,-12.31069,-65.765969,12.124356,'\'(4.8-5.4]\''
4.141489,99.303669,-12.659403,-78.790991,34.641016,'\'(5.4-6]\''
20.622784,158.150095,-10.398246,-140.694487,22.51666,'\'(4.8-5.4]\''
13.879928,196.866627,-10.057014,-177.032913,12.124356,'\'(4.8-5.4]\''
13.706723,189.940156,-10.23022,-170.10471,12.124356,'\'(5.4-6]\''
13.393568,192.919283,-10.75122,-172.858671,27.712813,'\'(5.4-6]\''
28.469806,281.285051,-10.051004,-261.505031,72.746134,'\'(-inf-3.6]\''
5.83909,270.948172,-10.753957,-250.073496,39.837169,'\'(4.8-5.4]\''
5.85738,239.797238,-11.965423,-219.242991,36.373067,'\'(4.8-5.4]\''
6.013092,307.130713,-10.40675,-285.840345,36.373067,'\'(4.8-5.4]\''
23.169245,258.645415,-11.09072,-239.386742,53.693575,'\'(4.8-5.4]\''
17.514013,184.224388,-9.194211,-160.682353,31.176915,'\'(6.6-7.2]\''
17.485573,227.496213,-10.054035,-208.729443,48.497423,'\'(4.8-5.4]\''
10.967103,227.376702,-9.193968,-206.564379,74.478185,'\'(5.4-6]\''
13.946265,208.35532,-7.115473,-187.234692,62.353829,'\'(5.4-6]\''
13.946265,208.35532,-7.115473,-187.234692,62.353829,'\'(5.4-6]\''
8.472465,229.044667,-9.194453,-209.439584,58.889727,'\'(4.8-5.4]\''
23.339766,241.312783,-10.227379,-221.771785,90.066642,'\'(5.4-6]\''
12.075443,353.880497,-10.406577,-330.579217,67.549981,'\'(5.4-6]\''
16.602712,342.152781,-9.880345,-323.928142,83.138439,'\'(4.8-5.4]\''
6.566378,180.725645,-10.927335,-159.591161,53.693575,'\'(6.6-7.2]\''
9.006941,152.843091,-9.889733,-128.968503,20.78461,'\'(5.4-6]\''
13.946265,208.35532,-7.115473,-187.234692,62.353829,'\'(5.4-6]\''
3.757788,171.876598,-7.119491,-150.878946,22.51666,'\'(4.8-5.4]\''
10.967103,227.376702,-9.193968,-206.564379,74.478185,'\'(5.4-6]\''
12.160071,173.664074,-10.581757,-149.354741,41.569219,'\'(6.6-7.2]\''
20.477586,192.714901,-6.594368,-171.854081,39.837169,'\'(6.6-7.2]\''
8.111194,225.644651,-10.058019,-207.776815,51.961524,'\'(4.8-5.4]\''
8.111194,225.644651,-10.058019,-207.776815,51.961524,'\'(4.8-5.4]\''
30.636168,191.128343,-10.396115,-173.083837,77.942286,'\'(5.4-6]\''
10.417593,246.422332,-9.535633,-228.942476,84.87049,'\'(4.8-5.4]\''
7.8363,196.21018,-9.016554,-180.34113,58.889727,'\'(4.8-5.4]\''
4.364803,179.059412,-12.141642,-156.14438,71.014083,'\'(5.4-6]\''
4.364803,179.059412,-12.141642,-156.14438,71.014083,'\'(5.4-6]\''
10.417593,246.422332,-9.535633,-228.942476,84.87049,'\'(4.8-5.4]\''
7.8363,196.21018,-9.016554,-180.34113,58.889727,'\'(4.8-5.4]\''
6.479429,145.973778,-9.888451,-124.603735,41.569219,'\'(5.4-6]\''
17.65469,331.750083,-9.711713,-310.799197,71.014083,'\'(5.4-6]\''
5.023709,189.385899,-11.274889,-167.437352,62.353829,'\'(5.4-6]\''
9.12718,173.738552,-11.276378,-149.475985,79.674337,'\'(6.6-7.2]\''
6.479429,145.973778,-9.888451,-124.603735,41.569219,'\'(5.4-6]\''
30.187221,305.334577,-9.355499,-288.143972,62.353829,'\'(4.8-5.4]\''
17.861982,189.387631,-9.885472,-166.36348,34.641016,'\'(5.4-6]\''
30.187221,305.334577,-9.355499,-288.143972,62.353829,'\'(4.8-5.4]\''
5.511594,157.588911,-10.579158,-136.901296,39.837169,'\'(5.4-6]\''
14.594745,151.514608,-12.477209,-131.220169,31.176915,'\'(4.8-5.4]\''
17.861982,189.387631,-9.885472,-166.36348,34.641016,'\'(5.4-6]\''
7.584876,213.596506,-8.505876,-188.741577,55.425626,'\'(6.6-7.2]\''
4.711542,161.543183,-8.504006,-139.447411,65.817931,'\'(5.4-6]\''
10.135927,208.350124,-9.713376,-184.931065,45.033321,'\'(6.6-7.2]\''
10.500142,191.045204,-8.500455,-168.38998,69.282032,'\'(5.4-6]\''
10.187213,237.848681,-8.501616,-217.060607,117.779455,'\'(5.4-6]\''
4.711542,161.543183,-8.504006,-139.447411,65.817931,'\'(5.4-6]\''
6.862801,180.685808,-7.634464,-161.340533,48.497423,'\'(5.4-6]\''
13.147443,236.146075,-8.849602,-213.024929,81.406388,'\'(5.4-6]\''
14.645996,359.067989,-10.919073,-341.958791,90.066642,'\'(4.8-5.4]\''
14.645996,359.067989,-10.919073,-341.958791,90.066642,'\'(4.8-5.4]\''
23.724385,263.884869,-9.011375,-246.003176,187.061487,'\'(5.4-6]\''
13.48166,303.515923,-9.537295,-285.026281,169.740979,'\'(5.4-6]\''
13.48166,303.515923,-9.537295,-285.026281,169.740979,'\'(5.4-6]\''
9.024296,170.187848,-9.716493,-146.306332,29.444864,'\'(6.6-7.2]\''
10.686199,175.664593,-8.678129,-151.277318,71.014083,'\'(5.4-6]\''
4.523736,196.359136,-12.831413,-175.716554,102.190998,'\'(5.4-6]\''
14.645996,359.067989,-10.919073,-341.958791,90.066642,'\'(4.8-5.4]\''
21.384072,307.103,-8.667009,-289.668177,193.98969,'\'(5.4-6]\''
23.724385,263.884869,-9.011375,-246.003176,187.061487,'\'(5.4-6]\''
19.165731,232.657725,-8.84153,-213.73507,128.17176,'\'(5.4-6]\''
13.48166,303.515923,-9.537295,-285.026281,169.740979,'\'(5.4-6]\''
25.701278,335.314644,-10.914276,-318.541464,109.119201,'\'(3.6-4.2]\''
22.876511,314.547355,-11.435415,-297.029393,100.458947,'\'(4.8-5.4]\''
16.463922,337.00859,-9.88057,-318.524144,86.60254,'\'(4.8-5.4]\''
4.958844,170.30736,-11.097267,-151.831574,77.942286,'\'(6.6-7.2]\''
30.876664,234.414024,-8.839261,-214.982146,93.530744,'\'(4.8-5.4]\''
4.850937,170.369714,-10.581635,-149.129575,34.641016,'\'(4.8-5.4]\''
19.93057,295.105085,-9.531614,-277.318655,100.458947,'\'(4.8-5.4]\''
13.498288,113.023243,-10.057603,-92.872564,43.30127,'\'(3.6-4.2]\''
32.976446,192.754738,-8.662055,-176.062965,72.746134,'\'(5.4-6]\''
32.976446,192.754738,-8.662055,-176.062965,72.746134,'\'(5.4-6]\''
4.95758,224.160283,-10.578916,-203.827739,48.497423,'\'(4.8-5.4]\''
15.072756,248.298144,-10.059301,-225.599618,58.889727,'\'(5.4-6]\''
32.976446,192.754738,-8.662055,-176.062965,72.746134,'\'(5.4-6]\''
5.803687,109.792969,-10.754719,-86.377374,36.373067,'\'(5.4-6]\''
15.072756,248.298144,-10.059301,-225.599618,58.889727,'\'(5.4-6]\''
5.803687,109.792969,-10.754719,-86.377374,36.373067,'\'(5.4-6]\''
32.976446,192.754738,-8.662055,-176.062965,72.746134,'\'(5.4-6]\''
23.131712,220.50046,-9.015151,-200.623445,74.478185,'\'(5.4-6]\''
16.371933,170.265791,-9.366342,-149.458664,48.497423,'\'(5.4-6]\''
4.95758,224.160283,-10.578916,-203.827739,48.497423,'\'(4.8-5.4]\''
17.309562,220.552422,-8.671201,-200.935214,81.406388,'\'(4.8-5.4]\''
7.956522,109.368616,-10.403217,-92.508834,29.444864,'\'(4.8-5.4]\''
13.079599,232.42563,-8.501754,-210.167045,36.373067,'\'(5.4-6]\''
5.923977,132.243811,-10.409262,-109.552214,29.444864,'\'(5.4-6]\''
15.562113,310.605207,-9.881714,-291.053818,69.282032,'\'(5.4-6]\''
23.547924,298.492976,-10.400272,-278.912142,124.707658,'\'(5.4-6]\''
4.558342,191.175108,-13.004653,-170.520402,93.530744,'\'(6.6-7.2]\''
17.309562,220.552422,-8.671201,-200.935214,81.406388,'\'(4.8-5.4]\''
7.956522,109.368616,-10.403217,-92.508834,29.444864,'\'(4.8-5.4]\''
3.832093,17.550871,-6.594853,6.685716,6.928203,'\'(3.6-4.2]\''
7.224038,113.490897,-8.849394,-91.729411,20.78461,'\'(5.4-6]\''
8.227137,120.084815,-8.331268,-98.934742,45.033321,'\'(5.4-6]\''
5.312997,183.971509,-6.949923,-157.911072,57.157677,'\'(6.6-7.2]\''
8.816624,153.00244,-9.543115,-129.678644,58.889727,'\'(6.6-7.2]\''
8.816624,153.00244,-9.543115,-129.678644,58.889727,'\'(6.6-7.2]\''
6.388964,144.34565,-9.892314,-120.966428,51.961524,'\'(6.6-7.2]\''
10.44728,239.50279,-9.020971,-218.879261,77.942286,'\'(6.6-7.2]\''
10.44728,239.50279,-9.020971,-218.879261,77.942286,'\'(6.6-7.2]\''
